"Library_ID", "tribe", "genus", "species", "Library_ID2", "sample_in_inclusive_dataset", "sample_in_strict_dataset", "sample_in_superstrict_dataset", "sample_in_superstrict_by_tribe_dataset", "sample_in_ASTRAL_Pro_dataset", "tree_IQ_TREE_supermatrix_concordance_factors", "sample_in_chloroplast_dataset", "collection", "collection_number", "collection_date", "trait_state", "ASTRAL_taxon_occupancy_inclusive", "ASTRAL_taxon_occupancy_strict", "ASTRAL_taxon_occupancy_superstrict", "ASTRAL_taxon_occupancy_superstrict_by_tribe", "ASTRAL_Pro_taxon_occupancy", "type_specimen", "genus_type_species", "calibration", "old_sample", "species_genus_type", "not_species_genus_type", "allele_divergence", "locus_heterozygosity", "nloci", "HybPhaser_bp", "Lineages_Koch_Al_Shehbaz", "Lineages_Franzke_et_al", "Lineages_Nikolov_et_al", "Lineages_unplaced"
"MK637755", "Coluteocarpeae", "Microthlaspi", "Microthlaspi perfoliatum", "MK637755", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Microthlaspi perfoliatum", "", NA, NA, NA, NA, "", "", "II", ""
"MK637756", "Isatideae", "Myagrum", "Myagrum perfoliatum", "MK637756", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Myagrum perfoliatum", "", NA, NA, NA, NA, "", "", "II", ""
"MK637757", "Oreophytoneae", "Murbeckiella", "Murbeckiella pinnatifida", "MK637757", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Murbeckiella pinnatifida", "", NA, NA, NA, NA, "", "", "I", ""
"MK637758", "Megacarpaeeae", "Megacarpaea", "Megacarpaea polyandra", "MK637758", "", "", "", "", "", "", "Y", "", "", "", "N", NA, NA, NA, NA, NA, "", "", "Y", "", "", "Megacarpaea polyandra", NA, NA, NA, NA, "", "", "", "Megacarpaeeae"
"MK637759", "Biscutelleae", "Megadenia", "Megadenia pygmaea", "MK637759", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Megadenia pygmaea", "", NA, NA, NA, NA, "", "", "", "Biscutelleae"
"MK637760", "Cremolobeae", "Menonvillea", "Menonvillea spathulata", "MK637760", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Menonvillea spathulata", NA, NA, NA, NA, "", "", "V", ""
"MK637761", "Notothlaspideae", "Notothlaspi", "Notothlaspi austreale", "MK637761", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Notothlaspi austreale", NA, NA, NA, NA, "", "", "V", ""
"MK637762", "Anastaticeae", "Notoceras", "Notoceras bicorne", "MK637762", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Notoceras bicorne", "", NA, NA, NA, NA, "", "", "", "Anastaticeae"
"MK637763", "Coluteocarpeae", "Noccaea", "Noccaea caerulescens", "MK637763", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Noccaea caerulescens", NA, NA, NA, NA, "", "", "II", ""
"MK637764", "Euclidieae", "Neotorularia", "Neotorularia torulosa", "MK637764", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Neotorularia torulosa", "", NA, NA, NA, NA, "", "", "III", ""
"MK637765", "Coluteocarpeae", "Noccaea", "Noccaea vesicaria", "MK637765", "", "", "", "", "", "", "Y", "", "", "", "N", NA, NA, NA, NA, NA, "", "", "Y", "", "", "Noccaea vesicaria", NA, NA, NA, NA, "", "", "II", ""
"MK637766", "Sisymbrieae", "Sisymbrium", "Sisymbrium aegyptiacum", "MK637766", "", "", "", "", "", "", "Y", "", "", "", "S", NA, NA, NA, NA, NA, "", "", "", "", "", "Sisymbrium aegyptiacum", NA, NA, NA, NA, "", "", "II", ""
"MK637767", "Oreophytoneae", "Oreophyton", "Oreophyton falcatum", "MK637767", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Oreophyton falcatum", "", NA, NA, NA, NA, "", "", "I", ""
"MK637768", "Cremolobeae", "Menonvillea", "Menonvillea linearis", "MK637768", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Menonvillea linearis", "", NA, NA, NA, NA, "", "", "V", ""
"MK637769", "Brassiceae", "Orychophragmus", "Orychophragmus violaceus", "MK637769", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Orychophragmus violaceus", "", NA, NA, NA, NA, "", "", "II", ""
"MK637770", "Boechereae", "Phoenicaulis", "Phoenicaulis cheiranthoides", "MK637770", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Phoenicaulis cheiranthoides", "", NA, NA, NA, NA, "", "", "I", ""
"MK637771", "Thelypodieae", "Parodiodoxa", "Parodiodoxa chionophila", "MK637771", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Parodiodoxa chionophila", "", NA, NA, NA, NA, "", "", "II", ""
"MK637772", "Boechereae", "Polyctenium", "Polyctenium fremontii", "MK637772", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Polyctenium fremontii", "", NA, NA, NA, NA, "", "", "I", ""
"MK637773", "Thlaspideae", "Pseudocamelina", "Pseudocamelina glaucophylla", "MK637773", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Pseudocamelina glaucophylla", "", NA, NA, NA, NA, "", "", "II", ""
"MK637774", "Physarieae", "Paysonia", "Paysonia grandiflora", "MK637774", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Paysonia grandiflora", NA, NA, NA, NA, "", "", "I", ""
"MK637775", "Halimolobeae", "Pennellia", "Pennellia longifolia", "MK637775", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Pennellia longifolia", "", NA, NA, NA, NA, "", "", "I", ""
"MK637776", "Anastaticeae", "Parolinia", "Parolinia ornata", "MK637776", "", "", "", "", "", "", "Y", "", "", "", "WT", NA, NA, NA, NA, NA, "", "Y", "", "", "Parolinia ornata", "", NA, NA, NA, NA, "", "", "", "Anastaticeae"
"MK637777", "Chorisporeae", "Parrya", "Parrya pinnatifida", "MK637777", "", "", "", "", "", "", "Y", "", "", "", "S", NA, NA, NA, NA, NA, "", "", "", "", "", "Parrya pinnatifida", NA, NA, NA, NA, "", "", "III", ""
"MK637778", "Physarieae", "Physaria", "Physaria pinetorum", "MK637778", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Physaria pinetorum", NA, NA, NA, NA, "", "", "I", ""
"MK637779", "Megacarpaeeae", "Pugionium", "Pugionium pterocarpum", "MK637779", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Pugionium pterocarpum", NA, NA, NA, NA, "", "", "", "Megacarpaeeae"
"MK637780", "Kernereae", "Petrocallis", "Petrocallis pyrenaica", "MK637780", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Petrocallis pyrenaica", "", NA, NA, NA, NA, "", "", "II", ""
"MK637781", "Camelineae III", "Pseudoarabidopsis", "Pseudoarabidopsis toxophylla", "MK637781", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Pseudoarabidopsis toxophylla", "", NA, NA, NA, NA, "", "", "I", ""
"MK637782", "Arabideae", "Pseudoturritis", "Pseudoturritis turrita", "MK637782", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Pseudoturritis turrita", "", NA, NA, NA, NA, "", "", "IV", ""
"MK637783", "Kernereae", "Rhizobotrya", "Rhizobotrya alpina", "MK637783", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Rhizobotrya alpina", "", NA, NA, NA, NA, "", "", "II", ""
"MK637784", "Cardamineae", "Rorippa", "Rorippa islandica", "MK637784", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Rorippa islandica", NA, NA, NA, NA, "", "", "I", ""
"MK637785", "Biscutelleae", "Ricotia", "Ricotia lunaria", "MK637785", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Ricotia lunaria", "", NA, NA, NA, NA, "", "", "", "Biscutelleae"
"MK637786", "Descurainieae", "Robeschia", "Robeschia schimperi", "MK637786", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Robeschia schimperi", "", NA, NA, NA, NA, "", "", "I", ""
"MK637787", "Sisymbrieae", "Sisymbrium", "Sisymbrium aculeolatum", "MK637787", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Sisymbrium aculeolatum", NA, NA, NA, NA, "", "", "II", ""
"MK637788", "Euclidieae", "Strigosella", "Strigosella africana", "MK637788", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Strigosella africana", NA, NA, NA, NA, "", "", "III", ""
"MK637789", "Smelowskieae", "Smelowskia", "Smelowskia altaica", "MK637789", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Smelowskia altaica", NA, NA, NA, NA, "", "", "I", ""
"MK637790", "Sisymbrieae", "Sisymbrium", "Sisymbrium altissimum", "MK637790", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Sisymbrium altissimum", "", NA, NA, NA, NA, "", "", "II", ""
"MK637791", "Smelowskieae", "Smelowskia", "Smelowskia annua", "MK637791", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Smelowskia annua", NA, NA, NA, NA, "", "", "I", ""
"MK637792", "Subularieae", "Subularia", "Subularia aquatica", "MK637792", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Subularia aquatica", "", NA, NA, NA, NA, "", "", "V", ""
"MK637793", "Isatideae", "Schimpera", "Schimpera arabica", "MK637793", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Schimpera arabica", "", NA, NA, NA, NA, "", "", "II", ""
"MK637794", "Smelowskieae", "Smelowskia", "Smelowskia calycina", "MK637794", "", "", "", "", "", "", "Y", "", "", "", "N", NA, NA, NA, NA, NA, "", "", "Y", "", "", "Smelowskia calycina", NA, NA, NA, NA, "", "", "I", ""
"MK637795", "Stevenieae", "Stevenia", "Stevenia cheiranthoides", "MK637795", "", "", "", "", "", "", "Y", "", "", "", "S", NA, NA, NA, NA, NA, "", "", "", "", "", "Stevenia cheiranthoides", NA, NA, NA, NA, "", "", "IV", ""
"MK637796", "Thelypodieae", "Streptanthus", "Streptanthus cooperi", "MK637796", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Streptanthus cooperi", NA, NA, NA, NA, "", "", "II", ""
"MK637797", "Halimolobeae", "Sphaerocardamum", "Sphaerocardamum divaricatum", "MK637797", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Sphaerocardamum divaricatum", NA, NA, NA, NA, "", "", "I", ""
"MK637798", "Smelowskieae", "Smelowskia", "Smelowskia flavissima", "MK637798", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Smelowskia flavissima", NA, NA, NA, NA, "", "", "I", ""
"MK637799", "Thelypodieae", "Sarcodraba", "Sarcodraba karraikensis", "MK637799", "", "", "", "", "", "", "Y", "", "", "", "WT", NA, NA, NA, NA, NA, "", "Y", "", "", "Sarcodraba karraikensis", "", NA, NA, NA, NA, "", "", "II", ""
"MK637800", "Microlepidieae", "Stenopetalum", "Stenopetalum lineare", "MK637800", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Stenopetalum lineare", "", NA, NA, NA, NA, "", "", "I", ""
"MK637801", "Asteae", "Scoliaxon", "Scoliaxon mexicanus", "MK637801", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Scoliaxon mexicanus", "", NA, NA, NA, NA, "", "", "V", ""
"MK637802", "Sisymbrieae", "Sisymbrium", "Sisymbrium officinale", "MK637802", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Sisymbrium officinale", NA, NA, NA, NA, "", "", "II", ""
"MK637803", "Brassiceae", "Savignya", "Savignya parviflora", "MK637803", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Savignya parviflora", "", NA, NA, NA, NA, "", "", "II", ""
"MK637804", "Boechereae", "Sandbergia", "Sandbergia perplexa", "MK637804", "", "", "", "", "", "", "Y", "", "", "", "O", NA, NA, NA, NA, NA, "", "", "", "", "", "Sandbergia perplexa", NA, NA, NA, NA, "", "", "I", ""
"MK637805", "Thelypodieae", "Stanleya", "Stanleya pinnata", "MK637805", "", "", "", "", "", "", "Y", "", "", "", "WT", NA, NA, NA, NA, NA, "", "Y", "", "", "Stanleya pinnata", "", NA, NA, NA, NA, "", "", "II", ""
"MK637806", "Brassiceae", "Schouwia", "Schouwia purpurea", "MK637806", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Schouwia purpurea", "", NA, NA, NA, NA, "", "", "II", ""
"MK637807", "Arabideae", "Scapiarabis", "Scapiarabis saxicola", "MK637807", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Scapiarabis saxicola", "", NA, NA, NA, NA, "", "", "IV", ""
"MK637808", "Anchonieae", "Sterigmostemum", "Sterigmostemum violaceum", "MK637808", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Sterigmostemum violaceum", NA, NA, NA, NA, "", "", "III", ""
"MK637809", "Schizopetaleae", "Schizopetalon", "Schizopetalon walkeri", "MK637809", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Schizopetalon walkeri", "", NA, NA, NA, NA, "", "", "V", ""
"MK637810", "Thlaspideae", "Thlaspi", "Thlaspi arvense", "MK637810", "", "", "", "", "", "", "Y", "", "", "", "CT", NA, NA, NA, NA, NA, "", "Y", "Y", "", "Thlaspi arvense", "", NA, NA, NA, NA, "", "", "II", ""
"MK637811", "Turritideae", "Turritis", "Turritis glabra", "MK637811", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Turritis glabra", "", NA, NA, NA, NA, "", "", "I", ""
"MK637812", "Descurainieae", "Tropidocarpum", "Tropidocarpum gracile", "MK637812", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Tropidocarpum gracile", "", NA, NA, NA, NA, "", "", "I", ""
"MK637813", "Thelypodieae", "Thelypodium", "Thelypodium laciniatum", "MK637813", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Thelypodium laciniatum", "", NA, NA, NA, NA, "", "", "II", ""
"MK637814", "Tropaeolaceae", "Tropaeolum", "Tropaeolum majus", "MK637814", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Tropaeolum majus", NA, NA, NA, NA, "", "", "", ""
"MK637815", "Iberideae II", "Teesdalia", "Teesdalia nudicaulis", "MK637815", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Teesdalia nudicaulis", "", NA, NA, NA, NA, "", "", "", "Teesdalia"
"MK637816", "Brassiceae", "Vella", "Vella lucentina", "MK637816", "", "", "", "", "", "", "Y", "", "", "", "W", NA, NA, NA, NA, NA, "", "", "", "", "", "Vella lucentina", NA, NA, NA, NA, "", "", "II", ""
"MK637817", "Yinshanieae", "Yinshania", "Yinshania acutangula", "MK637817", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Yinshania acutangula", NA, NA, NA, NA, "", "", "I", ""
"MK637818", "Yinshanieae", "Yinshania", "Yinshania furcatopilosa", "MK637818", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Yinshania furcatopilosa", NA, NA, NA, NA, "", "", "I", ""
"MK637819", "Yinshanieae", "Yinshania", "Yinshania henryi", "MK637819", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Yinshania henryi", NA, NA, NA, NA, "", "", "I", ""
"MK637820", "Plagiolobeae", "Plagioloba", "Plagioloba crenulata", "MK637820", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Plagioloba crenulata", NA, NA, NA, NA, "", "", "II", ""
"MK637821", "Schizopetaleae", "Atacama", "Atacama nivea", "MK637821", "", "", "", "", "", "", "Y", "", "", "", "WT", NA, NA, NA, NA, NA, "", "Y", "", "", "Atacama nivea", "", NA, NA, NA, NA, "", "", "V", ""
"MK637822", "Conringieae", "Conringia", "Conringia clavata", "MK637822", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Conringia clavata", NA, NA, NA, NA, "", "", "II", ""
"MK637823", "Anastaticeae", "Farsetia", "Farsetia occidentalis", "MK637823", "", "", "", "", "", "", "Y", "", "", "", "W", NA, NA, NA, NA, NA, "", "", "", "", "", "Farsetia occidentalis", NA, NA, NA, NA, "", "", "", "Anastaticeae"
"MK637824", "Halimolobeae", "Halimolobos", "Halimolobos jaegeri", "MK637824", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Halimolobos jaegeri", NA, NA, NA, NA, "", "", "I", ""
"MK637825", "Malcolmieae", "Malcolmia", "Malcolmia bicolor", "MK637825", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Malcolmia bicolor", NA, NA, NA, NA, "", "", "I", ""
"MK637826", "Thelypodieae", "Neuontobotrys", "Neuontobotrys berningeri", "MK637826", "", "", "", "", "", "", "Y", "", "", "", "W", NA, NA, NA, NA, NA, "", "", "", "", "", "Neuontobotrys berningeri", NA, NA, NA, NA, "", "", "II", ""
"MK637827", "Physarieae", "Nerisyrenia", "Nerisyrenia comporum", "MK637827", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Nerisyrenia comporum", NA, NA, NA, NA, "", "", "I", ""
"MK637828", "Sisymbrieae", "Sisymbrium", "Sisymbrium leucocladum", "MK637828", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Sisymbrium leucocladum", NA, NA, NA, NA, "", "", "II", ""
"MK637829", "Shehbazieae", "Shehbazia", "Shehbazia tibetica", "MK637829", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Shehbazia tibetica", "", NA, NA, NA, NA, "", "", "III", ""
"MK637830", "Boechereae", "Yosemitea", "Yosemitea repanda", "MK637830", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Yosemitea repanda", "", NA, NA, NA, NA, "", "", "I", ""
"NC_009265", "Aethionemeae", "Aethionema", "Aethionema saxatile", "NC_009265", "", "", "", "", "", "", "Y", "", "", "", "WT", NA, NA, NA, NA, NA, "", "Y", "", "", "Aethionema saxatile", "", NA, NA, NA, NA, "", "", "basal", ""
"NC_009266", "Aethionemeae", "Aethionema", "Aethionema grandiflorum", "NC_009266", "", "", "", "", "", "", "Y", "", "", "", "W", NA, NA, NA, NA, NA, "", "", "", "", "", "Aethionema grandiflorum", NA, NA, NA, NA, "", "", "basal", ""
"NC_009267", "Alyssopsideae", "Olimarabidopsis", "Olimarabidopsis pumila", "NC_009267", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Olimarabidopsis pumila", "", NA, NA, NA, NA, "", "", "I", ""
"NC_009268", "Arabideae", "Arabis", "Arabis hirsuta", "NC_009268", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Arabis hirsuta", NA, NA, NA, NA, "", "", "IV", ""
"NC_009269", "Cardamineae", "Rorippa", "Rorippa islandica", "NC_009269", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Rorippa islandica", NA, NA, NA, NA, "", "", "I", ""
"NC_009270", "Camelineae I", "Capsella", "Capsella bursa-pastoris", "NC_009270", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Capsella bursa-pastoris", NA, NA, NA, NA, "", "", "I", ""
"NC_009271", "Crucihimalayeae", "Crucihimalaya", "Crucihimalaya wallichii", "NC_009271", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Crucihimalaya wallichii", NA, NA, NA, NA, "", "", "I", ""
"NC_009272", "Arabideae", "Draba", "Draba nemorosa", "NC_009272", "", "", "", "", "", "", "Y", "", "", "", "S", NA, NA, NA, NA, NA, "", "", "", "", "", "Draba nemorosa", NA, NA, NA, NA, "", "", "IV", ""
"NC_009273", "Lepidieae", "Lepidium", "Lepidium virginicum", "NC_009273", "", "", "", "", "", "", "Y", "", "", "", "C", NA, NA, NA, NA, NA, "", "", "Y", "", "", "Lepidium virginicum", NA, NA, NA, NA, "", "", "I", ""
"NC_009274", "Anastaticeae", "Lobularia", "Lobularia maritima", "NC_009274", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Lobularia maritima", "", NA, NA, NA, NA, "", "", "", "Anastaticeae"
"NC_009275", "Cardamineae", "Nasturtium", "Nasturtium officinale", "NC_009275", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Nasturtium officinale", "", NA, NA, NA, NA, "", "", "I", ""
"NC_015139.1", "Brassiceae", "Brassica", "Brassica rapa", "NC_015139.1", "", "", "", "", "", "", "Y", "", "", "", "S", NA, NA, NA, NA, NA, "", "", "", "", "", "Brassica rapa", NA, NA, NA, NA, "", "", "II", ""
"NC_016734", "Brassiceae", "Brassica", "Brassica napus", "NC_016734", "", "", "", "", "", "", "Y", "", "", "", "S", NA, NA, NA, NA, NA, "", "", "", "", "", "Brassica napus", NA, NA, NA, NA, "", "", "II", ""
"NC_026445", "Cardamineae", "Cardamine", "Cardamine impatiens", "NC_026445", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Cardamine impatiens", NA, NA, NA, NA, "", "", "I", ""
"NC_026446", "Cardamineae", "Cardamine", "Cardamine resedifolia", "NC_026446", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Cardamine resedifolia", NA, NA, NA, NA, "", "", "I", ""
"NC_028272.1", "Brassiceae", "Brassica", "Brassica juncea", "NC_028272.1", "", "", "", "", "", "", "Y", "", "", "", "S", NA, NA, NA, NA, NA, "", "", "", "", "", "Brassica juncea", NA, NA, NA, NA, "", "", "II", ""
"NC_028517.1", "Camelineae I", "Capsella", "Capsella grandiflora", "NC_028517.1", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Capsella grandiflora", NA, NA, NA, NA, "", "", "I", ""
"NC_028726.1", "Schrenkielleae trib. nov.", "Schrenkiella", "Schrenkiella parvula", "NC_028726.1", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Schrenkiella parvula", "", NA, NA, NA, NA, "", "", "II", ""
"NC_028727", "Eutremeae", "Eutrema", "Eutrema yunnanense", "NC_028727", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Eutrema yunnanense", NA, NA, NA, NA, "", "", "II", ""
"NC_028728", "Eutremeae", "Eutrema", "Eutrema heterophyllum", "NC_028728", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Eutrema heterophyllum", NA, NA, NA, NA, "", "", "II", ""
"NC_030450.1", "Brassiceae", "Brassica", "Brassica nigra", "NC_030450.1", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Brassica nigra", NA, NA, NA, NA, "", "", "II", ""
"NC_030515.1", "Megacarpaeeae", "Pugionium", "Pugionium dolabratum", "NC_030515.1", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Pugionium dolabratum", NA, NA, NA, NA, "", "", "", "Megacarpaeeae"
"NC_030516.1", "Megacarpaeeae", "Pugionium", "Pugionium cornutum", "NC_030516.1", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Pugionium cornutum", "", NA, NA, NA, NA, "", "", "", "Megacarpaeeae"
"NC_030775.1", "Brassiceae", "Cakile", "Cakile arabica", "NC_030775.1", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Cakile arabica", NA, NA, NA, NA, "", "", "II", ""
"NC_033498.1", "Brassiceae", "Orychophragmus", "Orychophragmus diffusus", "NC_033498.1", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Orychophragmus diffusus", NA, NA, NA, NA, "", "", "II", ""
"NC_033499.1", "Brassiceae", "Orychophragmus", "Orychophragmus taibaiensis", "NC_033499.1", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Orychophragmus taibaiensis", NA, NA, NA, NA, "", "", "II", ""
"NC_033500.1", "Brassiceae", "Orychophragmus", "Orychophragmus hupehensis", "NC_033500.1", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Orychophragmus hupehensis", NA, NA, NA, NA, "", "", "II", ""
"NC_034286.1", "Brassiceae", "Sinalliaria", "Sinalliaria limprichtiana", "NC_034286.1", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Sinalliaria limprichtiana", "", NA, NA, NA, NA, "", "", "II", ""
"NC_034287.1", "Brassiceae", "Sinalliaria", "Sinalliaria limprichtiana", "NC_034287.1", "", "", "", "", "", "", "Y", "", "", "", "T", NA, NA, NA, NA, NA, "", "Y", "", "", "Sinalliaria limprichtiana", "", NA, NA, NA, NA, "", "", "II", ""
"NC_034299.1", "Alysseae", "Alyssum", "Alyssum desertorum", "NC_034299.1", "", "", "", "", "", "", "Y", "", "", "", "A", NA, NA, NA, NA, NA, "", "", "", "", "", "Alyssum desertorum", NA, NA, NA, NA, "", "", "IV", ""
