"Library_ID", "tribe", "genus", "species", "Library_ID2", "sample_in_inclusive_dataset", "sample_in_strict_dataset", "sample_in_superstrict_dataset", "sample_in_superstrict_by_tribe_dataset", "sample_in_ASTRAL_Pro_dataset", "tree_IQ_TREE_supermatrix_concordance_factors", "sample_in_chloroplast_dataset", "collection", "collection_number", "collection_date", "trait_state", "ASTRAL_taxon_occupancy_inclusive", "ASTRAL_taxon_occupancy_strict", "ASTRAL_taxon_occupancy_superstrict", "ASTRAL_taxon_occupancy_superstrict_by_tribe", "ASTRAL_Pro_taxon_occupancy", "type_specimen", "genus_type_species", "calibration", "old_sample", "species_genus_type", "not_species_genus_type", "allele_divergence", "locus_heterozygosity", "nloci", "HybPhaser_bp", "Lineages_Koch_Al_Shehbaz", "Lineages_Franzke_et_al", "Lineages_Nikolov_et_al", "Lineages_unplaced"
"S0901", "Arabideae", "Drabella", "Drabella muralis", "S0901", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "WAG.0314767", "2008", "T", "935", "920", "262", "437", "5400", "", "Y", "", "", "Drabella muralis", "", 3.595, 98.57, 981, 1047900, "II", "exp.II", "IV", ""
"S0281", "Arabideae", "Aubrieta", "Aubrieta deltoidea", "S0281", "Y", "Y", "Y", "Y", "Y", "Y", "", "N?", "Nelson 5891", "1905", "T", "946", "942", "268", "238", "5462", "", "Y", "", "", "Aubrieta deltoidea", "", 0.901, 71.25, 946, 1085556, "II", "exp.II", "IV", ""
"S0902", "Arabideae", "Draba", "Draba incana", "S0902", "Y", "Y", "Y", "Y", "Y", "Y", "", "Y", "WAG.1751055", "1970", "T", "808", "798", "224", "386", "4193", "", "Y", "", "", "Draba incana", "", 1.895, 95.34, 837, 806214, "II", "exp.II", "IV", ""
"S1121", "Arabideae", "Draba", "Draba funckii", "S1121", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "G00441353", "1847", "W, isotype", "968", "964", "276", "718", "5096", "isotype", "", "", "Y", "", "Draba funckii", 4.377, 98.43, 1020, 1020879, "II", "exp.II", "IV", ""
"S1113", "Arabideae", "Draba", "Draba funckii", "S1113", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "P02272466", "1847", "W, type", "876", "866", "252", "809", "4593", "type", "", "", "Y", "", "Draba funckii", 3.295, 98.4, 935, 916863, "II", "exp.II", "IV", ""
"S0279", "Arabideae", "Athysanus", "Athysanus pusillus", "S0279", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "Ross 7469", "1994", "T", "959", "956", "271", "250", "5810", "", "Y", "", "", "Athysanus pusillus", "", 5.528, 95.9, 1025, 1029906, "II", "exp.II", "IV", ""
"S0836", "Arabideae", "Tomostima", "Tomostima reptans", "S0836", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "8003232", "", "T", "910", "903", "257", "156", "5114", "", "Y", "", "", "Tomostima reptans", "", 4.827, 91.68, 974, 993036, "II", "exp.II", "IV", ""
"S0834", "Arabideae", "Abdra", "Abdra brachycarpa", "S0834", "Y", "Y", "Y", "Y", "Y", "Y", "", "Y", "8003196", "", "T", "897", "887", "240", "153", "4603", "", "Y", "", "", "Abdra brachycarpa", "", 4.527, 97.28, 957, 862434, "II", "exp.II", "IV", ""
"S1374", "Asperuginoideae trib. nov.", "Asperuginoides", "Asperuginoides axillaris", "S1374", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "L.1819349", "1902", "T", "972", "968", "277", "622", "5919", "", "Y", "", "", "Asperuginoides axillaris", "", 4.066, 99.39, 987, 1041528, "", "", "IV", ""
"S0732", "Alysseae", "Clypeola", "Clypeola jonthlaspi", "S0732", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "26794", "2018", "T", "981", "965", "277", "72", "5437", "", "Y", "", "", "Clypeola jonthlaspi", "", 1.746, 97.59, 994, 1077678, "II", "exp.II", "IV", ""
"S0616", "Alysseae", "Meniocus", "Meniocus linifolius", "S0616", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "WAG.0143205", "1976", "T", "852", "841", "234", "445", "4831", "", "Y", "", "", "Meniocus linifolius", "", 0.227, 38.27, 865, 991047, "II", "exp.II", "IV", ""
"S1229-2", "Alysseae", "Odontarrhena", "Odontarrhena cf. pterocarpa", "S1229-2", "Y", "Y", "Y", "Y", "Y", "Y", "", "N", "WAG.0004235", "1845", "W, isosyntype", "983", "969", "280", "496", "5475", "isosyntype", "", "", "Y", "", "Odontarrhena cf. pterocarpa", 0.821, 86.87, 975, 1069209, "II", "exp.II", "IV", ""
"S1260", "Alysseae", "Odontarrhena", "Odontarrhena nebrodensis", "S1260", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "Z-000107630", "1889", "W", "955", "940", "272", "329", "5305", "", "", "", "Y", "", "Odontarrhena nebrodensis", 1.222, 81.81, 973, 1054803, "II", "exp.II", "IV", ""
"S0739", "Alysseae", "Odontarrhena", "Odontarrhena obovata", "S0739", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "12823", "2002", "T", "976", "967", "278", "243", "5392", "", "Y", "", "", "Odontarrhena obovata", "", 0.893, 86.54, 981, 1097808, "II", "exp.II", "IV", ""
"S1176", "Alysseae", "Odontarrhena", "Odontarrhena tavolarae", "S1176", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N?", "E00016572", "1885", "S, type", "885", "881", "251", "635", "4946", "type", "", "", "Y", "", "Odontarrhena tavolarae", 1.379, 91.92, 904, 972132, "II", "exp.II", "IV", ""
"S1262", "Alysseae", "Alyssum", "Alyssum taygeteum", "S1262", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "Z-000004365", "1897", "W", "854", "837", "239", "463", "4848", "", "", "", "Y", "", "Alyssum taygeteum", 3.993, 90.35, 902, 914772, "II", "exp.II", "IV", ""
"S0740", "Alysseae", "Alyssum", "Alyssum montanum", "S0740", "Y", "Y", "Y", "Y", "Y", "Y", "", "N?", "27096", "2018", "WT", "949", "924", "265", "231", "5412", "", "Y", "", "", "Alyssum montanum", "", 2.787, 97.64, 974, 1074849, "II", "exp.II", "IV", ""
"S1120", "Alysseae", "Alyssum", "Alyssum lassiticum", "S1120", "Y", "Y", "Y", "Y", "Y", "Y", "", "N", "G00389045", "1899", "W, isotype", "880", "850", "248", "632", "4955", "isotype", "", "", "Y", "", "Alyssum lassiticum", 1.317, 80.37, 907, 939312, "II", "exp.II", "IV", ""
"S1210", "Alysseae", "Aurinia", "Aurinia saxatilis", "S1210", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "L.1826985", "", "WT", "875", "866", "240", "407", "4892", "", "Y", "", "", "Aurinia saxatilis", "", 0.481, 31.94, 908, 976113, "II", "exp.II", "IV", ""
"S1110", "Alysseae", "Aurinia", "Aurinia gionae", "S1110", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "P05426427", "1896", "S", "793", "784", "224", "714", "4483", "", "", "", "Y", "", "Aurinia gionae", 0.58, 73.12, 796, 871524, "II", "exp.II", "IV", ""
"S0888", "Alysseae", "Lepidotrichum", "Lepidotrichum uechtritzianum", "S0888", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "L.1850016", "1963", "T", "969", "952", "272", "165", "5392", "", "Y", "", "", "Lepidotrichum uechtritzianum", "", 0.49, 67.02, 937, 1097223, "II", "exp.II", "IV", ""
"S1315", "Alysseae", "Berteroa", "Berteroa incana", "S1315", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "WAG.1241192", "1989", "T", "966", "943", "270", "261", "5390", "", "Y", "", "", "Berteroa incana", "", 1.206, 79.22, 977, 1071423, "II", "exp.II", "IV", ""
"S1111", "Alysseae", "Cuprella", "Cuprella homalocarpa", "S1111", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "P05330155", "1931", "A", "959", "948", "272", "878", "5780", "", "", "", "", "", "Cuprella homalocarpa", 6.185, 91.58, 1021, 1044261, "II", "exp.II", "IV", ""
"S1519", "Alysseae", "Hormathophylla", "Hormathophylla reverchonii", "S1519", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "AMD.49780", "1907", "WT", "918", "890", "258", "323", "4989", "", "Y", "", "", "Hormathophylla reverchonii", "", 5.309, 97.22, 972, 948954, "II", "exp.II", "IV", ""
"S0308", "Alysseae", "Bornmuellera", "Bornmuellera tymphaea", "S0308", "Y", "Y", "Y", "Y", "Y", "Y", "", "Y", "B 10 0184642", "1989", "WT", "944", "920", "265", "229", "5102", "", "Y", "", "", "Bornmuellera tymphaea", "", 0.372, 58.99, 946, 1078263, "II", "exp.II", "IV", ""
"S0952", "Alysseae", "Phyllolepidum", "Phyllolepidum rupestre", "S0952", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "", "W0112415", "2002", "T", "835", "834", "237", "687", "4673", "", "Y", "", "", "Phyllolepidum rupestre", "", 0.466, 52.25, 844, 989850, "II", "exp.II", "IV", ""
"S1249", "Alysseae", "Pterygostemon", "Pterygostemon spathulatus", "S1249", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "SRAE2007416", "2007", "T", "843", "834", "234", "710", "4492", "", "Y", "", "", "Pterygostemon spathulatus", "", 0.954, 65.83, 875, 928044, "II", "exp.II", "IV", ""
"S0288", "Alysseae", "Clastopus", "Clastopus vestitus", "S0288", "Y", "Y", "Y", "Y", "Y", "Y", "", "Y", "Koelz 17812", "1941", "T", "591", "588", "150", "134", "3764", "", "Y", "", "", "Clastopus vestitus", "", 1.043, 81.07, 597, 719061, "II", "exp.II", "IV", ""
"S0430", "Alysseae", "Physoptychis", "Physoptychis caspica", "S0430", "Y", "Y", "Y", "Y", "Y", "Y", "", "Y", "4347306", "1977", "T", "837", "825", "234", "429", "4534", "", "Y", "", "", "Physoptychis caspica", "", 0.511, 69.78, 824, 950982, "II", "exp.II", "IV", ""
"S1269", "Alysseae", "Irania", "Irania multicaulis", "S1269", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "K000484535", "1843", "W", "849", "838", "236", "460", "4578", "", "", "", "Y", "", "Irania multicaulis", 1.095, 73.88, 873, 937005, "II", "exp.II", "IV", ""
"S1266sl", "Alysseae", "Irania", "Irania pendula", "S1266sl", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "K000484541", "", "S, type", "864", "851", "244", "461", "4725", "type", "", "", "", "", "Irania pendula", 1.233, 79.84, 888, 964821, "II", "exp.II", "IV", ""
"S1409", "Alysseae", "Irania", "Irania umbellata", "S1409", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "WAG.1751666", "1842", "WT, isotype", "794", "784", "225", "651", "4344", "isotype", "Y", "", "Y", "Irania umbellata", "", 1.473, 86.79, 825, 906132, "II", "exp.II", "IV", ""
"S0303", "Alysseae", "Alyssoides", "Alyssoides utriculata", "S0303", "Y", "Y", "Y", "Y", "Y", "Y", "", "N", "B 10 0184667", "1990", "T", "768", "764", "225", "196", "4189", "", "Y", "", "", "Alyssoides utriculata", "", 0.429, 61.9, 769, 878307, "II", "exp.II", "IV", ""
"S0620", "Alysseae", "Resetnikia", "Resetnikia triquetra", "S0620", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "WAG.0143243", "", "T", "511", "496", "131", "266", "2675", "", "Y", "", "", "Resetnikia triquetra", "", 0.628, 60.3, 529, 555399, "II", "exp.II", "IV", ""
"S0748", "Alysseae", "Degenia", "Degenia velebitica", "S0748", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "8009797", "", "T", "933", "922", "260", "234", "5082", "", "Y", "", "", "Degenia velebitica", "", 0.347, 59.96, 909, 1081515, "II", "exp.II", "IV", ""
"S0355", "Alysseae", "Lutzia", "Lutzia cretica", "S0355", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "Strudl & Pokorny ?", "1982", "WT", "541", "540", "142", "117", "3403", "", "Y", "", "", "Lutzia cretica", "", 0.588, 40, 560, 773805, "II", "exp.II", "IV", ""
"S0724sl", "Alysseae", "Acuston", "Acuston lunarioides", "S0724sl", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "26802", "2018", "T", "907", "893", "257", "55", "4938", "", "Y", "", "", "Acuston lunarioides", "", 1.137, 63.87, 952, 1020387, "II", "exp.II", "IV", ""
"S0322", "Alysseae", "Fibigia", "Fibigia clypeata", "S0322", "Y", "Y", "Y", "Y", "Y", "Y", "", "Y", "B 10 0184661", "1990", "T", "827", "819", "226", "203", "4442", "", "Y", "", "", "Fibigia clypeata", "", 0.775, 55.14, 865, 918585, "II", "exp.II", "IV", ""
"SRR8528356", "Subularieae", "Subularia", "Subularia aquatica", "SRR8528356", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "", "", "T", "682", "658", "183", "439", "4715", "", "Y", "", "", "Subularia aquatica", "", 3.865, 96.12, 696, 838503, "", "", "V", ""
"S1341", "Iberideae II", "Teesdalia", "Teesdalia coronopifolia", "S1341", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "L.1844030", "1971", "A", "922", "882", "252", "74", "5423", "", "", "", "", "", "Teesdalia coronopifolia", 7.317, 96.3, 972, 934737, "II", "exp.II", "", "Teesdalia"
"S0420sl", "Iberideae II", "Teesdalia", "Teesdalia nudicaulis", "S0420sl", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "5688349", "2002", "T", "878", "843", "243", "453", "4885", "", "Y", "", "", "Teesdalia nudicaulis", "", 3.202, 96.68, 904, 865800, "II", "exp.II", "", "Teesdalia"
"S1342", "Iberideae II", "Teesdalia", "Teesdalia nudicaulis", "S1342", "Y", "Y", "Y", "Y", "Y", "Y", "", "N", "L.1844059", "1972", "T", "827", "792", "227", "62", "4519", "", "Y", "", "", "Teesdalia nudicaulis", "", 3.5, 95.51, 846, 797019, "II", "exp.II", "", "Teesdalia"
"S1579", "Notothlaspideae", "Notothlaspi", "Notothlaspi rosulatum", "S1579", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "L.1855260", "1909", "T", "898", "889", "250", "611", "5632", "", "Y", "", "", "Notothlaspi rosulatum", "", 1.939, 83.35, 949, 972162, "II", "exp.II", "V", ""
"S1378", "Chamireae", "Chamira", "Chamira circaeoides", "S1378", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "WAG.1739894", "1896", "T", "852", "823", "231", "96", "5408", "", "Y", "", "Y", "Chamira circaeoides", "", 1.785, 39.11, 918, 970155, "", "", "V", ""
"S0892", "Heliophileae", "Heliophila", "Heliophila africana", "S0892", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "WAG.1751584", "1959", "T", "869", "828", "233", "409", "5515", "", "Y", "", "", "Heliophila africana", "", 1.991, 55.82, 937, 970383, "II", "exp.II", "V", ""
"S1107-2", "Heliophileae", "Heliophila", "Heliophila brachycarpa", "S1107-2", "Y", "", "", "", "Y", "Y", "", "N", "P05445367", "1847", "W", "417", NA, NA, NA, "2453", "", "", "", "Y", "", "Heliophila brachycarpa", 1.296, 50.53, 469, 192141, "II", "exp.II", "V", ""
"S0577", "Heliophileae", "Heliophila", "Heliophila elongata", "S0577", "Y", "Y", "Y", "Y", "Y", "Y", "", "Y", "L.3774413", "1897", "W", "794", "786", "210", "420", "4895", "", "", "", "Y", "", "Heliophila elongata", 2.312, 84.49, 851, 743445, "II", "exp.II", "V", ""
"S1213", "Heliophileae", "Heliophila", "Heliophila filicaulis", "S1213", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "", "L.0035385", "1962", "W, paratype", "950", "937", "266", "448", "6002", "paratype", "", "", "", "", "Heliophila filicaulis", 3.372, 93.91, 1018, 1061661, "II", "exp.II", "V", ""
"S1069", "Heliophileae", "Heliophila", "Heliophila macra", "S1069", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "L.1827376", "1896", "W, isosyntype", "974", "958", "275", "146", "6232", "isosyntype", "", "", "Y", "", "Heliophila macra", 3.112, 82.93, 1037, 1083090, "II", "exp.II", "V", ""
"SRR8528381", "Subularieae", "Idahoa", "Idahoa scapigera", "SRR8528381", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "", "", "T", "666", "642", "173", "197", "4545", "", "Y", "", "", "Idahoa scapigera", "", 0.329, 47.73, 660, 808320, "", "", "V", ""
"SRR8528394", "Asteae", "Asta", "Asta schaffneri var. pringlei", "SRR8528394", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "", "", "A", "700", "706", "193", "214", "4833", "", "", "", "", "", "Asta schaffneri var. pringlei", 3.294, 91.98, 748, 870966, "II", "exp.II", "V", ""
"SRR8528385", "Asteae", "Scoliaxon", "Scoliaxon mexicanus", "SRR8528385", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "", "", "T", "702", "705", "190", "215", "4889", "", "Y", "", "", "Scoliaxon mexicanus", "", 3.776, 95.73, 749, 880491, "II", "exp.II", "V", ""
"S1488", "Eudemeae", "Xerodraba", "Xerodraba lycopodioides", "S1488", "Y", "", "", "", "Y", "Y", "", "Y", "F.O. Zuloaga , et al. 14023", "2012", "WT", "111", NA, NA, NA, "674", "", "Y", "", "", "Xerodraba lycopodioides", "", 0.941, 50, 118, 58548, "II", "exp.II", "V", ""
"S1045", "Eudemeae", "Alshehbazia", "Alshehbazia friesii", "S1045", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "H. Trinidad HT-2017", "", "A", "993", "988", "288", "151", "6573", "", "", "", "", "", "Alshehbazia friesii", 2.962, 81.25, 1056, 1110147, "II", "exp.II", "V", ""
"S0277", "Eudemeae", "Aschersoniodoxa", "Aschersoniodoxa mandoniana", "S0277", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "Beck 2877", "1980", "T", "913", "896", "247", "231", "5503", "", "Y", "", "", "Aschersoniodoxa mandoniana", "", 4.036, 94.65, 935, 923904, "II", "exp.II", "V", ""
"S0989", "Eudemeae", "Brayopsis", "Brayopsis calycina", "S0989", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "L.3768319", "2006", "T", "661", "653", "176", "554", "3738", "", "Y", "", "", "Brayopsis calycina", "", 3.736, 96.37, 689, 647439, "II", "exp.II", "V", ""
"S1038", "Eudemeae", "Eudema", "Eudema rupestris", "S1038", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "C. Wloq , et al. 1290", "", "T", "910", "907", "258", "134", "5691", "", "Y", "", "", "Eudema rupestris", "", 3.475, 76.94, 967, 957567, "II", "exp.II", "V", ""
"S1043sl", "Eudemeae", "Dactylocardamum", "Dactylocardamum imbricatifolium", "S1043sl", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "A. Cano 21546", "", "WT", "853", "849", "234", "118", "5159", "", "Y", "", "", "Dactylocardamum imbricatifolium", "", 4.449, 94.24, 886, 950418, "II", "exp.II", "V", ""
"S1095", "Schizopetaleae", "Atacama", "Atacama nivea", "S1095", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "172935", "2007", "WT", "925", "923", "259", "797", "6364", "", "Y", "", "", "Atacama nivea", "", 4.546, 86.71, 1001, 1060497, "II", "exp.II", "V", ""
"S1089", "Schizopetaleae", "Mathewsia", "Mathewsia foliosa", "S1089", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "185156", "2014", "T", "902", "901", "247", "777", "5889", "", "Y", "", "", "Mathewsia foliosa", "", 3.583, 79.26, 974, 1016886, "II", "exp.II", "V", ""
"SRR8528397", "Schizopetaleae", "Schizopetalon", "Schizopetalon walkeri", "SRR8528397", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "", "", "T", "700", "703", "192", "210", "4914", "", "Y", "", "", "Schizopetalon walkeri", "", 2.984, 63.43, 752, 874113, "II", "exp.II", "V", ""
"S0753", "Cremolobeae", "Menonvillea", "Menonvillea linearis", "S0753", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N?", "8000343", "", "T", "608", "597", "164", "159", "3540", "", "Y", "", "", "Menonvillea linearis", "", 1.034, 75.58, 606, 697914, "II", "exp.II", "V", ""
"S1093sl", "Cremolobeae", "Aimara", "Aimara rollinsii", "S1093sl", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "138611", "1997", "WT", "984", "982", "286", "832", "6327", "", "Y", "", "", "Aimara rollinsii", "", 2.889, 89.44, 1051, 1080276, "II", "exp.II", "V", ""
"SRR8528364", "Cremolobeae", "Cremolobus", "Cremolobus peruvianus", "SRR8528364", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "", "", "WT", "698", "699", "193", "236", "5018", "", "Y", "", "", "Cremolobus peruvianus", "", 2.419, 79.47, 750, 886608, "II", "exp.II", "V", ""
"S1119", "Cremolobeae", "Cremolobus", "Cremolobus suffruticosus", "S1119", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "G00399238", "1827", "W", "886", "881", "242", "824", "5425", "", "", "", "Y", "", "Cremolobus suffruticosus", 6.027, 91.12, 957, 921864, "II", "exp.II", "V", ""
"S1102", "Cremolobeae", "Cremolobus", "Cremolobus suffruticosus", "S1102", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "", "P00730023", "", "W, syntype", "863", "858", "244", "738", "5435", "syntype", "", "", "", "", "Cremolobus suffruticosus", 1.277, 64, 889, 946386, "II", "exp.II", "V", ""
"S0957", "Megacarpaeeae", "Pugionium", "Pugionium cornutum", "S0957", "Y", "Y", "Y", "Y", "Y", "Y", "", "N", "W0112413", "1922", "T", "836", "831", "229", "695", "5362", "", "Y", "", "", "Pugionium cornutum", "", 1.577, 78.82, 850, 967467, "II", "exp.II", "", "Megacarpaeeae"
"S0688", "Megacarpaeeae", "Megacarpaea", "Megacarpaea megalocarpa", "S0688", "Y", "Y", "Y", "Y", "Y", "Y", "", "Y?", "14776", "2002", "T", "841", "838", "238", "55", "5412", "", "Y", "", "", "Megacarpaea megalocarpa", "", 2.306, 76.63, 903, 995919, "II", "exp.II", "", "Megacarpaeeae"
"S1354", "Iberideae I", "Iberis", "Iberis fontqueri", "S1354", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "", "W0112419", "2016", "S", "985", "959", "283", "78", "6241", "", "", "", "", "", "Iberis fontqueri", 2.153, 95.21, 940, 1074246, "II", "exp.II", "", "Iberis"
"S0156", "Anastaticeae", "Cithareloma", "Cithareloma lehmannii", "S0156", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N?", "B. Shishkin & V. Gonin", "1913", "T", "706", "704", "188", "174", "4461", "", "Y", "", "", "Cithareloma lehmannii", "", 1.181, 48.49, 761, 859500, "II", "exp.II", "", "Anastaticeae"
"S0654", "Anastaticeae", "Eremobium", "Eremobium aegyptiacum", "S0654", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "KM2250", "", "T", "804", "807", "225", "441", "5081", "", "Y", "", "", "Eremobium aegyptiacum", "", 1.663, 91.36, 764, 920358, "II", "exp.II", "", "Anastaticeae"
"S1182", "Anastaticeae", "Eigia", "Eigia longistyla", "S1182", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "E00083373", "1986", "T", "881", "840", "238", "524", "5456", "", "Y", "", "", "Eigia longistyla", "", 0.629, 80, 840, 954561, "II", "exp.II", "", "Anastaticeae"
"S0403sl", "Anastaticeae", "Maresia", "Maresia nana", "S0403sl", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "5557384", "2000", "T", "897", "854", "243", "457", "5494", "", "Y", "", "", "Maresia nana", "", 0.189, 50.52, 871, 858663, "II", "exp.II", "", "Anastaticeae"
"S1428", "Anastaticeae", "Marcus-kochia", "Marcus-kochia littorea", "S1428", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "L.1828479", "1957", "T", "938", "890", "256", "595", "5864", "", "Y", "", "", "Marcus-kochia littorea", "", 0.894, 71.57, 911, 1015605, "II", "exp.II", "", "Anastaticeae"
"S0691", "Anastaticeae", "Farsetia", "Farsetia aegyptia", "S0691", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "BR30302136", "", "WT", "981", "970", "279", "72", "6145", "", "Y", "", "", "Farsetia aegyptia", "", 3.932, 98.17, 981, 1084671, "II", "exp.II", "", "Anastaticeae"
"S0642", "Anastaticeae", "Notoceras", "Notoceras bicorne", "S0642", "Y", "Y", "Y", "Y", "Y", "Y", "", "N?", "19678", "2009", "T", "899", "855", "239", "471", "5585", "", "Y", "", "", "Notoceras bicorne", "", 1.418, 49.32, 957, 1041390, "II", "exp.II", "", "Anastaticeae"
"S0555", "Anastaticeae", "Lobularia", "Lobularia maritima", "S0555", "Y", "Y", "Y", "Y", "Y", "Y", "", "Y", "WAG.8003708", "2006", "T", "908", "865", "249", "477", "5706", "", "Y", "", "", "Lobularia maritima", "", 1.275, 66.44, 888, 1019286, "II", "exp.II", "", "Anastaticeae"
"S0436", "Anastaticeae", "Parolinia", "Parolinia ornata", "S0436", "Y", "Y", "Y", "Y", "Y", "Y", "", "Y", "5324756", "1969", "WT", "928", "917", "258", "478", "5888", "", "Y", "", "", "Parolinia ornata", "", 1.922, 84.27, 947, 1032504, "II", "exp.II", "", "Anastaticeae"
"S0450", "Anastaticeae", "Anastatica", "Anastatica hierochuntica", "S0450", "Y", "Y", "Y", "Y", "Y", "Y", "", "Y?", "Thomas 2030", "1983", "T", "970", "962", "271", "500", "6134", "", "Y", "", "", "Anastatica hierochuntica", "", 1.61, 51.07, 1030, 1092834, "II", "exp.II", "", "Anastaticeae"
"S0791", "Anastaticeae", "Morettia", "Morettia canescens", "S0791", "Y", "Y", "Y", "Y", "Y", "", "", "", "13669", "2002", "S", "624", "623", "162", "105", "4435", "", "", "", "", "", "Morettia canescens", 3.519, 93.71, 652, 824925, "II", "exp.II", "", "Anastaticeae"
"S0655sl", "Anastaticeae", "Lachnocapsa", "Lachnocapsa spathulata", "S0655sl", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "B 10 0181495", "", "WT", "958", "948", "267", "507", "5926", "", "Y", "", "", "Lachnocapsa spathulata", "", 3.646, 88.29, 999, 1010001, "II", "exp.II", "", "Anastaticeae"
"S1114-2", "Anastaticeae", "Diceratella", "Diceratella floccosa", "S1114-2", "Y", "Y", "Y", "Y", "Y", "Y", "", "N", "P04626322", "1961", "WT", "708", "695", "188", "631", "4273", "", "Y", "", "", "Diceratella floccosa", "", 2.07, 86.26, 728, 805548, "II", "exp.II", "", "Anastaticeae"
"S0283", "Aphragmeae", "Aphragmus", "Aphragmus obscurus", "S0283", "Y", "Y", "Y", "Y", "Y", "Y", "", "", "Stainton, Sykes, & Williams, No. 6131", "1954", "S", "927", "917", "263", "234", "5716", "", "", "", "", "", "Aphragmus obscurus", 1.916, 96.64, 953, 988761, "II", "exp.II", "II", ""
"S0284", "Cochlearieae", "Ionopsidium", "Ionopsidium acaule", "S0284", "Y", "Y", "Y", "Y", "Y", "Y", "", "N?", "Baum 373", "1999", "T", "695", "666", "188", "169", "4324", "", "Y", "", "", "Ionopsidium acaule", "", 0.991, 67.69, 684, 742776, "II", "exp.II", "", "Cochlearieae"
"SRR8528373", "Cochlearieae", "Cochlearia", "Cochlearia officinalis", "SRR8528373", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "", "", "T", "683", "662", "180", "205", "4813", "", "Y", "", "", "Cochlearia officinalis", "", 0.981, 88.64, 634, 854547, "II", "exp.II", "", "Cochlearieae"
"SRR8528400", "Kernereae", "Petrocallis", "Petrocallis pyrenaica", "SRR8528400", "Y", "Y", "Y", "Y", "Y", "Y", "Y", "N", "", "", "T", "719", "727", "199", "220", "4903", "", "Y", "", "", "Petrocallis pyrenaica", "", 0.179, 61.07, 727, 919041, "II", "exp.II", "II", ""
