Library_ID,Tribe,Genus,Species,Name,Lineages_Koch_Al_Shehbaz,Lineages_Franzke_et_al,Lineages_Nikolov_et_al,[<institution-code>],Subsp_or_var,Registered as,[<collection-code>],biomaterial_provider,voucher,Collection_date,Collection_year,Collector,Identifier,Country,Location,Link to online reference,Type status
S1313,Heliophileae,Heliophila,carnosa,Heliophila carnosa,II,exp.II,V,RMNH,,,WAG,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.1751630,24932,1968,J.W.H. Giess,,Namibia,"2516 CD Helmeringhausen, South West Africa, Farm Garub-Urus: LU 6",https://www.gbif.org/occurrence/2517495145,
S0685,Heliophileae,Heliophila,cedarbergensis,Heliophila cedarbergensis,II,exp.II,V,MO,,,MO,Ihsan Al-Shehbaz,2834466,,,,,,,,
S1434,Heliophileae,Heliophila,cedarbergensis,Heliophila cedarbergensis,II,exp.II,V,RMNH,,,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1827441,28771,1978,E.E. Esterhuysen,,South Africa,"Cape Province, Clanwilliam Dist. Langeberg, Central Cedarberg",https://www.gbif.org/occurrence/2514599148,
S0484,Heliophileae,Heliophila,cuneata,Heliophila cuneata,II,exp.II,V,MO,,,MO,Ihsan Al-Shehbaz,1966024,tbd,,,,,,,
S0484-2,Heliophileae,Heliophila,cuneata,Heliophila cuneata,II,exp.II,V,MO,,,MO,Ihsan Al-Shehbaz,1966024,tbd,,,,,,,
S0789,Heliophileae,Heliophila,dregeana,Heliophila dregeana,II,exp.II,V,private collection Klaus Mummenhoff,,,Klaus Mummenhoff,Klaus Mummenhoff,KM1485,??/??/2002,2002,,,,,,
S0797,Heliophileae,Heliophila,elata,Heliophila elata,II,exp.II,V,Klaus Mummenhoff personal collection,,,,Klaus Mummenhoff,Mummenhoff & Ramdhani 65,39716,2008,"Mummenhoff, Ramdhani",,South Africa,"Along road 364 from Butterkloof Pass to Clanwilliam, 200 m W of Elizabethsfontein junction",,
S0577,Heliophileae,Heliophila,elongata,Heliophila elongata,II,exp.II,V,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.3774413,15/09/1897,1897,J.M. Wood,unknown,South Africa,,,
S0773,Heliophileae,Heliophila,elongata,Heliophila elongata,II,exp.II,V,MO,,,MO,Ihsan Al-Shehbaz,2258723,,,,,South Africa,,,
S0881,Heliophileae,Heliophila,esterhuyseniae,Heliophila esterhuyseniae,II,exp.II,V,MO,,,MO,Ihsan Al-Shehbaz,2834440,,,Esterhuysen,,South Africa,,,
S1213,Heliophileae,Heliophila,filicaulis,Heliophila filicaulis,II,exp.II,V,RMNH,,,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.0035385,22947,1962,E.E. Esterhuysen,,South Africa,"Cape Province, Worcester Dist., Outer Sanddrift Peaks, Hex River Mts.",https://www.gbif.org/occurrence/2513099229,Paratype
S0880,Heliophileae,Heliophila,glauca,Heliophila glauca,II,exp.II,V,private collection Klaus Mummenhoff,,,Klaus Mummenhoff,Klaus Mummenhoff,KM1091,,,Esterhuysen,,South Africa,,,
S0619,Heliophileae,Heliophila,hurkana,Heliophila hurkana,II,exp.II,V,RMNH,,Cycloptychis marlothii,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.0143249,30553,1983,A.E. van Wijk,O. Appel,South Africa,,,
MK637724,Heliophileae,Heliophila,juncea,Heliophila juncea,,,V,,,,,,,,,,,,,,
S0310,Heliophileae,Heliophila,juncea,Heliophila juncea,II,exp.II,V,B,,,,"Kasper P. Hendriks, Klaus Mummenhoff",B 10 0184637,31645,1986,,,,,,
S1069,Heliophileae,Heliophila,macra,Heliophila macra,II,exp.II,V,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1827376,29/11/1896,1896,F.R.R. Schlechter,,South Africa,,,Isosyntype
S0882,Heliophileae,Heliophila,macrosperma,Heliophila macrosperma,II,exp.II,V,MO,,,MO,Ihsan Al-Shehbaz,1970173,,,Bayliss,,South Africa,,,
S0883,Heliophileae,Heliophila,maraisiana,Heliophila maraisiana,II,exp.II,V,MO,,,MO,Ihsan Al-Shehbaz,2213395,,,Barker,,South Africa,,,
S0829,Heliophileae,Heliophila,monosperma,Heliophila monosperma,II,exp.II,V,MO,,,MO,Ihsan Al-Shehbaz,2834453,,,,,South Africa,,,
S0884,Heliophileae,Heliophila,nubigena,Heliophila nubigena,II,exp.II,V,private collection Klaus Mummenhoff,,,Klaus Mummenhoff,Klaus Mummenhoff,KM1059,,,Esterhuysen,,South Africa,,,
S0778,Heliophileae,Heliophila,polygaloides,Heliophila polygaloides,II,exp.II,V,Klaus Mummenhoff personal collection,,,Klaus Mummenhoff,Barbara Neuffer,NGS377(A),??/??/2013,2013,,,,,,
S1280,Heliophileae,Heliophila,ramosissima,Heliophila ramosissima,II,exp.II,V,NBG,,Heliophila subulata,,"Pieter Winter, Shaun Pieterse (SANBI)",NBG0169268-0,34908,1995,E. Rode,,South Africa,"Elgin Basin, Arieskraal Farm",https://www.gbif.org/occurrence/461956582,
S0485,Heliophileae,Heliophila,rimicola,Heliophila rimicola,II,exp.II,V,(subsample box FredericL; source unknown),,,,,Bolus 109183,32449,1988,,,,,,
S0486,Heliophileae,Heliophila,scandens,Heliophila scandens,II,exp.II,V,(subsample box FredericL; source unknown),,,,,Bolus 109157,30568,1983,,,,,,
S0774,Heliophileae,Heliophila,scoparia,Heliophila scoparia,II,exp.II,V,private collection Klaus Mummenhoff,Heliophila scoparia var. Aspera,,Klaus Mummenhoff,Klaus Mummenhoff,KM1065,,,,,,,,
S0775,Heliophileae,Heliophila,suavissima,Heliophila suavissima,II,exp.II,V,GRA,,,,Klaus Mummenhoff,"Clark , et al. 135",39393,2007,"V.R. Clark, L. Ngcobo, S. Walton",I. Al-Shehbaz,South Africa,"Western Cape, Farm Puttersvlei 190, Karoo National Park (Beaufort West), stoney plateau near escarpment edge, also common along edge of escarpment in saddle",,
S1281,Heliophileae,Heliophila,tricuspidata,Heliophila tricuspidata,II,exp.II,V,NBG,,,,"Pieter Winter, Shaun Pieterse (SANBI)",NBG0183835-0,36076,1998,"E.G.H. Oliver, I.M. Oliver",,South Africa,"Riviersonderend Mountains, main ridge just WNW of Pilaarkop",https://www.gbif.org/occurrence/461956667,
S1281-2,Heliophileae,Heliophila,tricuspidata,Heliophila tricuspidata,II,exp.II,V,NBG,,,,"Pieter Winter, Shaun Pieterse (SANBI)",NBG0183835-0,36076,1998,"E.G.H. Oliver, I.M. Oliver",,South Africa,"Riviersonderend Mountains, main ridge just WNW of Pilaarkop",https://www.gbif.org/occurrence/461956667,
S0887,Heliophileae,Heliophila,tulbaghensis,Heliophila tulbaghensis,II,exp.II,V,MO,,,MO,Ihsan Al-Shehbaz,2835576,,,Esterhuysen,,,,,
S0491,Iberideae I,Iberis,saxatilis,Iberis saxatilis,II,exp.II,,OSBU,,,,Barbara Neuffer,10076,tbd,,,,,,,
S0492,Iberideae I,Iberis,sempervirens,Iberis sempervirens,II,exp.II,,(subsample box FredericL; source unknown),,,,,Özüdo_ru & Tarıkahya 1041,tbd,,,,,,,
S0494,Lepidieae,Lepidium,alyssoides,Lepidium alyssoides,I,I,I,MO,,Lepidium alyssoides var. angustifolium,MO,Ihsan Al-Shehbaz,Rollins 9041,32975,1990,,,,,,
S0495,Lepidieae,Lepidium,beckii,Lepidium beckii,I,I,I,MO,,,MO,Ihsan Al-Shehbaz,Beck 21944,35090,1996,,,,,,
S0948,Lepidieae,Lepidium,biplicatum,Lepidium biplicatum,I,I,I,MEL,,,,"Pina Milne, Catherine Gallagher, Helen Barnes",MEL 2233587,23975,1965,A.C. Beauglehole,,Australia,,,
S0497,Lepidieae,Lepidium,castellanum,Lepidium castellanum,I,I,I,(subsample box FredericL; source unknown),,,,,CHR 809806,tbd,,,,,,,
S0496,Lepidieae,Lepidium,catapycnon,Lepidium catapycnon,I,I,I,(subsample box FredericL; source unknown),,,,,(KM1662),36404,1999,,,,,,
S0498,Lepidieae,Lepidium,crenatum,Lepidium crenatum,I,I,I,Gray Herbarium,,,Gray Herbarium,,Reed & Rollins 8387,tbd,,,,,,,
S0782,Lepidieae,Lepidium,foliosum,Lepidium foliosum,I,I,I,private collection Klaus Mummenhoff,,,Klaus Mummenhoff,Klaus Mummenhoff,KM2551,??/??/2014,2014,,,,,,
S1198,Lepidieae,Lepidium,fremontii,Lepidium fremontii,I,I,I,RMNH,,,U,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",U.1177127,21264,1958,"A.N. Steward, C.B. Steward",,USA,"California, Inyo County, east of Daylight Pass, Death Valley Nat'l. Monument",https://www.gbif.org/occurrence/2516940523,
S0543,Lepidieae,Lepidium,genistoides,Lepidium genistoides,I,I,I,PERTH,,,,,Collins 289,39342,2007,,,,,,
S1562,Lepidieae,Lepidium,genistoides,Lepidium genistoides,I,I,I,PERTH,,,,Shelley A. James,PERTH09018638,42284,2015,"M. Hislop, F. Lewis",,Australia,"Mt. Gibson Wildlife Sanctuary, State Barrier Fence, 5.8 km S of Yarla Track, WA",https://avh.ala.org.au/occurrences/81a68755-c251-4eda-95e8-efd655e18115,
S0499,Lepidieae,Lepidium,huberi,Lepidium huberi,I,I,I,MO,,,MO,Ihsan Al-Shehbaz,58221189,38218,2004,,,,,,
S0499-2,Lepidieae,Lepidium,huberi,Lepidium huberi,I,I,I,MO,,,MO,Ihsan Al-Shehbaz,58221189,38218,2004,,,,,,
S0500,Lepidieae,Lepidium,leptopetalum,Lepidium leptopetalum,I,I,I,(subsample box FredericL; source unknown),,,,,(KM244),tbd,,,,,,,
S0781,Lepidieae,Lepidium,leptopetalum,Lepidium leptopetalum,I,I,I,OSBU,,,,Barbara Neuffer,22264,??/??/1985,1985,,,,,,
S0501,Lepidieae,Lepidium,linifolium,Lepidium linifolium,I,I,I,(subsample box FredericL; source unknown),,,,,(KM? 226),tbd,,,,,,,
S1024,Lepidieae,Lepidium,lyratogynum,Lepidium lyratogynum,I,I,I,PERTH,,,,,PERTH05928885,37238,2001,D.J. Edinger,,Australia,,,
S1009,Lepidieae,Lepidium,maccowagei,Lepidium maccowagei,I,I,I,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1839601,26542,1972,J.S. Womersley,B. Jonsell,Papua New Guinea,,,
S1009-2,Lepidieae,Lepidium,maccowagei,Lepidium maccowagei,I,I,I,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1839601,26542,1972,J.S. Womersley,B. Jonsell,Papua New Guinea,,,
S1438,Lepidieae,Lepidium,maccowagei,Lepidium maccowagei,I,I,I,RMNH,,,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1839600,24640,1967,M.J.E. Coode,B. Jonsell,Papua New Guinea,"Slopes of Mt. Giluwe, Mendi subdist., Southern Highlands District, burnt patch in grassland",https://www.gbif.org/occurrence/2514999894,
S0542,Lepidieae,Lepidium,meyeri,Lepidium meyeri,I,I,I,MO,,,MO,Ihsan Al-Shehbaz,Rozhevitz (?) 692 (?),10061,1927,,,,,,
S1454,Lepidieae,Lepidium,meyeri,Lepidium meyeri,I,I,I,MO,,,MO,Ihsan Al-Shehbaz,MO-5890941,,,S. Verushkin,I. Al-Shehbaz,Kazakhstan,Ural Mountains,,
S0541,Lepidieae,Lepidium,minutiflorum,Lepidium minutiflorum,I,I,I,MO,,,MO,Ihsan Al-Shehbaz,Edwards 4288,36242,1999,,,,,,
S0541-2,Lepidieae,Lepidium,minutiflorum,Lepidium minutiflorum,I,I,I,MO,,,MO,Ihsan Al-Shehbaz,Edwards 4288,36242,1999,,,,,,
S1443,Lepidieae,Lepidium,minutiflorum,Lepidium minutiflorum,I,I,I,RMNH,,,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1839622,30540,1983,J-M. Mangen,J-M. Mangen,Indonesia,"Mt. Trikora/Irian Jaya/Indonesia, 'Hanging valley' at 4000 m, N of Mt. Trikora, thorny cushions",https://www.gbif.org/occurrence/2514999757,
S0783,Lepidieae,Lepidium,naufragorum,Lepidium naufragorum,I,I,I,private collection Klaus Mummenhoff,,,Klaus Mummenhoff,Klaus Mummenhoff,KM669,??/??/1995,1995,,,,,,
S0502,Lepidieae,Lepidium,oblitum,Lepidium oblitum,I,I,I,(subsample box FredericL; source unknown),,,,,CHR 6050809,tbd,,,,,,,
S0503,Lepidieae,Lepidium,pedicellosum,Lepidium pedicellosum,I,I,I,(subsample box FredericL; source unknown),,,,,Palmer 581,tbd,,,,,,,
S0787,Lepidieae,Lepidium,phlebopetalum,Lepidium phlebopetalum,I,I,I,private collection Klaus Mummenhoff,,,Klaus Mummenhoff,Klaus Mummenhoff,KM726,??/??/1995,1995,,,,,,
S0504,Lepidieae,Lepidium,pholidogynum,Lepidium pholidogynum,I,I,I,(subsample box FredericL; source unknown),,,,,844 (?),tbd,,,,,,,
S1010,Lepidieae,Lepidium,pinnatum,Lepidium pinnatum,I,I,I,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1839592,unknown,,unknown,J. Th. Henrard,unknown,,,
S0796,Lepidieae,Lepidium,platypetalum,Lepidium platypetalum,I,I,I,private collection Klaus Mummenhoff,,,Klaus Mummenhoff,Klaus Mummenhoff,KM1817,,,,,,,,
S1014,Lepidieae,Lepidium,quitense,Lepidium quitense,I,I,I,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1839467,??/09/1911,1911,Th. Herzog,J. Th. Henrard,Bolivia,,,
S1437,Lepidieae,Lepidium,quitense,Lepidium quitense,I,I,I,RMNH,,,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1839465,??/09/1911,1911,J.Th. Henrard,J.Th. Henrard,Bolivia,"Plantae in itinere secundo per Boliviam lectae, An steinigen sonnigen Hangen uber dem La Paz- und Aracathal",https://www.gbif.org/occurrence/2515001563,
S0779,Lepidieae,Lepidium,rhytidocarpum,Lepidium rhytidocarpum,I,I,I,OSBU,,,,Barbara Neuffer,7365,??/??/1996,1996,,,,,,
S0505,Lepidieae,Lepidium,rotundum,Lepidium rotundum,I,I,I,PERTH,,,,,3396371,24285,1966,,,,,,
S0505-2,Lepidieae,Lepidium,rotundum,Lepidium rotundum,I,I,I,PERTH,,,,,3396371,24285,1966,,,,,,
S0996,Lepidieae,Lepidium,rotundum,Lepidium rotundum,I,I,I,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1839483,25069,1968,,,,,,
S0996-2,Lepidieae,Lepidium,rotundum,Lepidium rotundum,I,I,I,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1839483,25069,1968,,,,,,
S1022,Lepidieae,Lepidium,scandens,Lepidium scandens,I,I,I,PERTH,,,,,PERTH09164219,42643,2016,"A.A. Mitchell, B. Morgan",,Australia,,,
S0997,Lepidieae,Lepidium,serratum,Lepidium serratum,I,I,I,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1834880,19181,1952,,,,,,
S0997-2,Lepidieae,Lepidium,serratum,Lepidium serratum,I,I,I,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1834880,19181,1952,,,,,,
S1440,Lepidieae,Lepidium,serratum,Lepidium serratum,I,I,I,RMNH,,Coronopus serratus,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1834881,23286,1963,R.E. Vaughan,,Mauritius,Cultivated at Kew,https://www.gbif.org/occurrence/2514100546,
S0506,Lepidieae,Lepidium,strongylophyllum,Lepidium strongylophyllum,I,I,I,(subsample box FredericL; source unknown),,,,,Albrecht 5586,34283,1993,,,,,,
S0840,Lepidieae,Lepidium,subulatum,Lepidium subulatum,I,I,I,BR<BEL>,,,,Steven Janssens,BR976717,,,,,,,,
S0507,Lepidieae,Lepidium,transvaalense,Lepidium transvaalense,I,I,I,(subsample box FredericL; source unknown),,,,,Clark 2114,tbd,,,,,,,
S0508,Lepidieae,Lepidium,xylodes,Lepidium xylodes,I,I,I,PERTH,,,,,3395723,??/08/1985,1985,,,,,,
S1023,Lepidieae,Lepidium,xylodes,Lepidium xylodes,I,I,I,PERTH,,,,,PERTH09164081,42646,2016,"A.A. Mitchell, B. Morgan",,Australia,,,
S1033,Microlepidieae,Arabidella,filifolia,Arabidella filifolia,I,I,I,MA,,,,Leopoldo Medina,MA-01-00592498,??/??/1993,1993,,,,,,
S0784,Microlepidieae,Arabidella,glaucescens,Arabidella glaucescens,I,I,I,OSBU,,,,Barbara Neuffer,19022,??/??/1998,1998,,,,,,
S0411,Microlepidieae,Pachycladon,cheesmanii,Pachycladon cheesmanii,I,I,I,MO,,Ischnocarpus novae-zelandiae,MO,Ihsan Al-Shehbaz,5324757,36930,2001,,,,,,
S0375,Microlepidieae,Stenopetalum,decipiens,Stenopetalum decipiens,I,I,I,B,,,,"Kasper P. Hendriks, Klaus Mummenhoff",B 10 0054391,35663,1997,,,,,,
S1061,Physarieae,Lyrocarpa,linearifolia,Lyrocarpa linearifolia,I,I,I,MO,,,MO,Ihsan Al-Shehbaz,P. Garcia 12,unknown,,P. Garcia,,Mexico,,,
S0510,Physarieae,Nerisyrenia,castillonii,Nerisyrenia castillonii,I,I,I,MO,,,MO,Ihsan Al-Shehbaz,Rollins & Tryon 58211,21511,1958,,,,,,
S0510-2,Physarieae,Nerisyrenia,castillonii,Nerisyrenia castillonii,I,I,I,MO,,,MO,Ihsan Al-Shehbaz,Rollins & Tryon 58211,21511,1958,,,,,,
S1080,Physarieae,Nerisyrenia,gypsophila,Nerisyrenia gypsophila,I,I,I,GH,,,,Michaela Schmull,S. Fuentes-Soriano & R. Torres C. 171,38286,2004,S. Fuentes-Soriano & R. Torres C.,,Mexico,Chihuahua,,
S1171,Physarieae,Nerisyrenia,incana,Nerisyrenia incana,I,I,I,E,,,,"Alan Forrest, Suzanne Cubey",E00018936,27998,1976,"R.C. Rollins, K.W. Roby",,Mexico,,https://www.gbif.org/occurrence/575004846,
S0511,Physarieae,Physaria,fendleri,Physaria fendleri,I,I,I,OSBU,,,,Barbara Neuffer,9458,tbd,,,,,,,
S0723,Physarieae,Physaria,fendleri,Physaria fendleri,I,I,I,OSBU,,,,Barbara Neuffer,955,??/??/1995,1995,,,,,,
MK637746,Schizopetaleae,Mathewsia,auriculata,Mathewsia auriculata,,,V,,,,,,,,,,,,,,
S0915,Schizopetaleae,Mathewsia,auriculata,Mathewsia auriculata,II,exp.II,V,HEID,,,,"Marcus Koch, Peter Sack",8000337,,,,,,,,
S1088,Schizopetaleae,Mathewsia,incana,Mathewsia incana,II,exp.II,V,CONC,,,,"Oscar Toro, Alicia Marticorena",180080,??/8/2011,2011,Mieres,,Chile,"Copiapo: Pampa Puerto Viejo, Costa",,
S0792,Stevenieae,Stevenia,canescens,Stevenia canescens,I,I,IV,OSBU,,,,Barbara Neuffer,17781,??/??/2006,2006,,,,,,
S0793,Stevenieae,Stevenia,dahurica,Stevenia dahurica,I,I,IV,OSBU,,,,Barbara Neuffer,20630,??/??/2010,2010,,,,,,
S1257,Stevenieae,Stevenia,dahurica,Stevenia dahurica,I,I,IV,Z,,,,Alessia Guggisberg,Z-000106476,??/??/1893,1893,Karo,,Russia,,,
S0794,Stevenieae,Stevenia,tenuifolia,Stevenia tenuifolia,I,I,IV,OSBU,,,,Barbara Neuffer,23203,??/??/2014,2014,,,,,,
S0276,Thelypodieae,Chaunanthus,acuminatus,Chaunanthus acuminatus,II,II,II,MICH,,,,"Kasper P. Hendriks, Klaus Mummenhoff",1271752,33379,1991,A.C. Sanders,I. Al-Shehbaz,Mexico,Colima,https://www.gbif.org/occurrence/1988957095,
S0276-2,Thelypodieae,Chaunanthus,acuminatus,Chaunanthus acuminatus,II,II,II,MICH,,,,"Kasper P. Hendriks, Klaus Mummenhoff",1271752,33379,1991,A.C. Sanders,I. Al-Shehbaz,Mexico,Colima,https://www.gbif.org/occurrence/1988957095,
S1576,Thelypodieae,Chaunanthus,acuminatus,Chaunanthus acuminatus,II,II,II,MICH,,,,"Kasper P. Hendriks, Klaus Mummenhoff",1271752,33379,1991,A.C. Sanders,I. Al-Shehbaz,Mexico,Colima,https://www.gbif.org/occurrence/1988957095,
S0512,Thelypodieae,Chaunanthus,mexicanus,Chaunanthus mexicanus,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,100281147,??/09/1909,1909,C.A. Purpus,I. Al-Shehbaz,Mexico,Puebla,https://www.gbif.org/occurrence/1257631450,
S0512-2,Thelypodieae,Chaunanthus,mexicanus,Chaunanthus mexicanus,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,100281147,??/09/1909,1909,C.A. Purpus,I. Al-Shehbaz,Mexico,Puebla,https://www.gbif.org/occurrence/1257631450,
S0512sl,Thelypodieae,Chaunanthus,mexicanus,Chaunanthus mexicanus,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,100281147,??/09/1909,1909,C.A. Purpus,I. Al-Shehbaz,Mexico,Puebla,https://www.gbif.org/occurrence/1257631450,
S0296,Thelypodieae,Hesperidanthus,jaegeri,Hesperidanthus jaegeri,II,II,II,A,,,,"Kasper P. Hendriks, Klaus Mummenhoff",DeDecker 2957,26486,1972,,,,,,
S0295,Thelypodieae,Hesperidanthus,suffrutescens,Hesperidanthus suffrutescens,II,II,II,A,,Glaucocarpum suffrutescens,,"Kasper P. Hendriks, Klaus Mummenhoff",Nees 11551,30102,1982,,,,,,
S0514,Thelypodieae,Mostacillastrum,andinum,Mostacillastrum andinum,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,Zuloaga 12429,40506,2010,,,,,,
S1004,Thelypodieae,Mostacillastrum,andinum,Mostacillastrum andinum,II,II,II,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1842535,25910,1970,O. Zöllner,O. Zöllner,Chile,,,
S1586,Thelypodieae,Mostacillastrum,andinum,Mostacillastrum andinum,II,II,II,RMNH,,Sisymbrium andinum,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1842536,??/12/1912,1912,H. Gerth,,Argentina,"Mendoza, Arroyo Morro, Rio Diamante",https://www.gbif.org/occurrence/2514104676,
S1070,Thelypodieae,Mostacillastrum,carolinense,Mostacillastrum carolinense,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,"Scappini , et al. 3452",unknown,,"Scappini , et al.",,Argentina,,,
S1087,Thelypodieae,Mostacillastrum,gracile,Mostacillastrum gracile,II,II,II,CONC,,,,"Oscar Toro, Alicia Marticorena",127351,??/08/1992,1992,Arancio,,Chile,Limari: Parque Nacional Fray Jorge,,
S1087-2,Thelypodieae,Mostacillastrum,gracile,Mostacillastrum gracile,II,II,II,CONC,,,,"Oscar Toro, Alicia Marticorena",127351,??/08/1992,1992,Arancio,,Chile,Limari: Parque Nacional Fray Jorge,,
S1497,Thelypodieae,Mostacillastrum,gracile,Mostacillastrum gracile,II,II,II,RMNH,,,WAG,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.1470296,39897,2009,D.B. Montesinos Tubée,I. Al-Shehbaz,Peru,"Moquegua, Yunga District, Exchaje, Toreccacca",https://www.gbif.org/occurrence/2517592278,
MK637753,Thelypodieae,Mostacillastrum,orbignyanum,Mostacillastrum orbignyanum,,,II,,,,,,,,,,,,,,
S0515,Thelypodieae,Mostacillastrum,orbignyanum,Mostacillastrum orbignyanum,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,Beilstein 03-123,37774,2003,,,,,,
S0515-2,Thelypodieae,Mostacillastrum,orbignyanum,Mostacillastrum orbignyanum,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,Beilstein 03-123,37774,2003,,,,,,
S1441,Thelypodieae,Mostacillastrum,orbignyanum,Mostacillastrum orbignyanum,II,II,II,RMNH,,Sisymbrium elongatum,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1843178,29366,1980,T.M. Pedersen,O. Boelcke,Argentina,"Sierra de Guasayan, on road from Sta. Catalina to Lavalle, Dep. Guasayan, Prov. Santiago del Estero",https://www.gbif.org/occurrence/2515004048,
MK637826,Thelypodieae,Neuontobotrys,berningeri,Neuontobotrys berningeri,,,II,,,,,,,,,,,,,,
S0516,Thelypodieae,Neuontobotrys,berningeri,Neuontobotrys berningeri,II,II,II,(subsample box FredericL; source unknown),,,,,(KM1698),tbd,,,,,,,
S0517,Thelypodieae,Neuontobotrys,camanaensis,Neuontobotrys camanaensis,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,Ferreyra 8836,tbd,,,,,,,
S1062,Thelypodieae,Neuontobotrys,elloanensis,Neuontobotrys elloanensis,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,58067,34434,1994,"C.M. Taylor, A, Pool",I. Al-Shehbaz,Chile,"El Loa, NE of Calama, along the road from near Chiu Chiu to Caspana, ca. 46 km from its turnoff from the Calama-Chiu Chiu road",https://www.gbif.org/occurrence/1261293417,
S1563,Thelypodieae,Neuontobotrys,elloanensis,Neuontobotrys elloanensis,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,58067,34434,1994,"C.M. Taylor, A, Pool",I. Al-Shehbaz,Chile,"El Loa, NE of Calama, along the road from near Chiu Chiu to Caspana, ca. 46 km from its turnoff from the Calama-Chiu Chiu road",https://www.gbif.org/occurrence/1261293417,Holotype
S1063,Thelypodieae,Neuontobotrys,frutescens,Neuontobotrys frutescens,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,2198351,23772,1965,"A.T. Hunziker, A.E. Cocucci",I. Al-Shehbaz,Argentina,"Capital, Ruta 60 (desde Aimogasta a Chumbicha), Quebrada de la Sebila, km 1142",https://www.gbif.org/occurrence/1259488107,
S1063-2,Thelypodieae,Neuontobotrys,frutescens,Neuontobotrys frutescens,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,2198351,23772,1965,"A.T. Hunziker, A.E. Cocucci",I. Al-Shehbaz,Argentina,"Capital, Ruta 60 (desde Aimogasta a Chumbicha), Quebrada de la Sebila, km 1142",https://www.gbif.org/occurrence/1259488107,
S1564,Thelypodieae,Neuontobotrys,frutescens,Neuontobotrys frutescens,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,2198351,23772,1965,"A.T. Hunziker, A.E. Cocucci",I. Al-Shehbaz,Argentina,"Capital, Ruta 60 (desde Aimogasta a Chumbicha), Quebrada de la Sebila, km 1142",https://www.gbif.org/occurrence/1259488107,
S0518,Thelypodieae,Neuontobotrys,lanata,Neuontobotrys lanata,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,Van der Werff 20638,38822,2006,,,,,,
