Library_ID,Tribe,Genus,Species,Name,Lineages_Koch_Al_Shehbaz,Lineages_Franzke_et_al,Lineages_Nikolov_et_al,[<institution-code>],Subsp_or_var,Registered as,[<collection-code>],biomaterial_provider,voucher,Collection_date,Collection_year,Collector,Identifier,Country,Location,Link to online reference,Type status
S0819,Lepidieae,Lepidium,violaceum,Lepidium violaceum,I,I,I,OSBU,,,,Barbara Neuffer,96-150-10-00,??/??/1990,1990,,,Morocco,,,
S0630,Microlepidieae,Arabidella,eremigena,Arabidella eremigena,I,I,I,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.0143233,20931,1957,V.V. Nikitin,V.V. Nikitin,Turkmenistan,,,
S0630-2,Microlepidieae,Arabidella,eremigena,Arabidella eremigena,I,I,I,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.0143233,20931,1957,V.V. Nikitin,V.V. Nikitin,Turkmenistan,,,
S0994,Microlepidieae,Arabidella,nasturtium,Arabidella nasturtium,I,I,I,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1832116,24358,1966,,,,,,
S0995,Microlepidieae,Arabidella,procumbens,Arabidella procumbens,I,I,I,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1832118,25046,1968,,,,,,
S0995-2,Microlepidieae,Arabidella,procumbens,Arabidella procumbens,I,I,I,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1832118,25046,1968,,,,,,
S0418,Microlepidieae,Pachycladon,stellata,Pachycladon stellata,I,I,I,MO,,Cheesemania stellata,MO,Ihsan Al-Shehbaz,5324759,36875,2000,P.B. Heenan,,New Zealand,"Cultivated, Landcare Research experiment nursery, Lincoln",,
S1574,Microlepidieae,Pachycladon,wallii,Pachycladon stellata,I,I,I,MO,,Cheesemania wallii,MO,Ihsan Al-Shehbaz,5324773,36158,1998,K.A. Ford,"K.A. Ford, P.B. Heenan",New Zealand,"Hector Mountains, above Wye Creek",,
S1575,Microlepidieae,Pachycladon,stellata,Pachycladon stellata,I,I,I,MO,,Cheesemania stellata,MO,Ihsan Al-Shehbaz,5324759,36875,2000,P.B. Heenan,,New Zealand,"Cultivated, Landcare Research experiment nursery, Lincoln",,
S1066,Physarieae,Lyrocarpa,xantii,Lyrocarpa xantii,I,I,I,MO,,,MO,Ihsan Al-Shehbaz,"A. Carter , et al. 2183",unknown,,"A. Carter , et al.",,Mexico,,,
S1161,Physarieae,Nerisyrenia,gracilis,Nerisyrenia gracilis,I,I,I,MO,,,MO,Ihsan Al-Shehbaz,100371782,38238,2004,"S. Fuentes-Soriano , et al.",S. Fuentes-Soriano,Mexico,"Carr. Monclova-Saltillo, 5 km al S de la desviación a El Realito",https://www.gbif.org/occurrence/1257720268,
S1161-2,Physarieae,Nerisyrenia,gracilis,Nerisyrenia gracilis,I,I,I,MO,,,MO,Ihsan Al-Shehbaz,100371782,38238,2004,"S. Fuentes-Soriano , et al.",S. Fuentes-Soriano,Mexico,"Carr. Monclova-Saltillo, 5 km al S de la desviación a El Realito",https://www.gbif.org/occurrence/1257720268,
S1274,Physarieae,Nerisyrenia,hypercorax,Nerisyrenia hypercorax,I,I,I,NMC,,,,Donovan Bailey,68273,35647,1997,R. Spellenberg,,USA,"New Mexico, Otero, 49 Km NNE of Dell City, Texas, W base of the Guadalupe Mts, N of mouth of Pup Canyon",,
S1162,Physarieae,Nerisyrenia,johnstonii,Nerisyrenia johnstonii,I,I,I,MO,,,MO,Ihsan Al-Shehbaz,100371392,38236,2004,"S. Fuentes-Soriano , et al.",S. Fuentes-Soriano,Mexico,"Nuevo Delicias aprox. 15 km al SW de la carr. San Pedro de las Colonias-Cuatro Ciénegas, al pie del ojo del agua",https://www.gbif.org/occurrence/1257720079,
S1162-2,Physarieae,Nerisyrenia,johnstonii,Nerisyrenia johnstonii,I,I,I,MO,,,MO,Ihsan Al-Shehbaz,100371392,38236,2004,"S. Fuentes-Soriano , et al.",S. Fuentes-Soriano,Mexico,"Nuevo Delicias aprox. 15 km al SW de la carr. San Pedro de las Colonias-Cuatro Ciénegas, al pie del ojo del agua",https://www.gbif.org/occurrence/1257720079,
S0764,Physarieae,Nerisyrenia,linearifolia,Nerisyrenia linearifolia,I,I,I,HEID,,,,"Marcus Koch, Peter Sack",8000471,unknown,unknown,unknown,,unknown,,,
S1065,Schizopetaleae,Mathewsia,linearifolia,Mathewsia linearifolia,II,exp.II,V,MO,,,MO,Ihsan Al-Shehbaz,O. Zöllner 9779,unknown,,O. Zöllner,,Chile,,,
S1065-2,Schizopetaleae,Mathewsia,linearifolia,Mathewsia linearifolia,II,exp.II,V,MO,,,MO,Ihsan Al-Shehbaz,O. Zöllner 9779,unknown,,O. Zöllner,,Chile,,,
S1166,Schizopetaleae,Mathewsia,peruviana,Mathewsia peruviana,II,exp.II,V,MO,,,MO,Ihsan Al-Shehbaz,3004264,35804,1998,FLSP,I. Al-Shehbaz,Peru,Islay,https://www.gbif.org/occurrence/1260376120,
S1091,Schizopetaleae,Schizopetalon,rupestre,Schizopetalon rupestre,II,exp.II,V,CONC,,,,"Oscar Toro, Alicia Marticorena",178001,??/12/2011,2011,Toro & Lira-Cuadra,,Chile,Copiapo: Cam A Paso Pircas Negras,,
MK637766,Sisymbrieae,Sisymbrium,aegyptiacum,Sisymbrium aegyptiacum,,,II,,,,,,,,,,,,,,
SRR8528361,Sisymbrieae,Sisymbrium,aegyptiacum,Sisymbrium aegyptiacum,II,II,II,,,,,,,,,,,,,,
S0345,Sisymbrieae,Sisymbrium,burchellii,Sisymbrium burchellii,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,2659911,,,unknown,,unknown,,,
SRR8528398,Sisymbrieae,Sisymbrium,leucoclada,Sisymbrium leucoclada,II,II,II,,,Pseudofortuynia leucoclada,,,,,,,,,,,
MK637795,Stevenieae,Stevenia,cheiranthoides,Stevenia cheiranthoides,,,IV,,,,,,,,,,,,,,
S1254,Stevenieae,Stevenia,cheiranthoides,Stevenia cheiranthoides,I,I,IV,LE<RUS>,,,,Dmitry A. German,"Gubanov, et al. 1079",31962,1987,"I.A. Gubanov, et al.",D.A. German,Mongolia,"Eastern aimaq, western branches of the Big Khingan, Zara-Ula mt, 1200–1350 m a. s. l.",,
S1068,Stevenieae,Stevenia,maximowiczii,Stevenia maximowiczii,I,I,IV,MO,,,MO,Ihsan Al-Shehbaz,"H.S. Won , et al. 4332",unknown,,"H.S. Won , et al.",,South Korea,,,
S1252,Stevenieae,Stevenia,sergievskajae,Stevenia sergievskajae,I,I,IV,LE<RUS>,,,,Dmitry A. German,Grubov & Khanminchun 59,27240,1974,"V.I. Grubov, V.M. Khanminchun",D.A. German,Russia,"Tuva, Erzin district, valley of Balyktyg-Khem, 2050 m a. s. L.",,
S1072,Thelypodieae,Hesperidanthus,argillaceus,Hesperidanthus argillaceus,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,M.B. Franklin 7472,unknown,,M.B. Franklin,,USA,,,
S1081,Thelypodieae,Hesperidanthus,barnebyi,Hesperidanthus barnebyi,II,II,II,GH,,,,Michaela Schmull,1540443,29423,1980,J. Harris,I. Al-Shehbaz,USA,"T26S, R9E, Sec. 3, San Rafael Reef, Sy's Butte, ca. 18 miles due NW of Hanksville, Utah",https://kiki.huh.harvard.edu/databases/specimen_search.php?start=0&family=&gen=&sp=&infra=&author=&year=&typestatus=&cltr=&collectornumber=&country=&yearcollected=&state=&county=&loc=&substrate=&habitat=&host=&provenance=&barcode=01540443,
S1081-2,Thelypodieae,Hesperidanthus,barnebyi,Hesperidanthus barnebyi,II,II,II,GH,,,,Michaela Schmull,1540443,29423,1980,J. Harris,I. Al-Shehbaz,USA,"T26S, R9E, Sec. 3, San Rafael Reef, Sy's Butte, ca. 18 miles due NW of Hanksville, Utah",https://kiki.huh.harvard.edu/databases/specimen_search.php?start=0&family=&gen=&sp=&infra=&author=&year=&typestatus=&cltr=&collectornumber=&country=&yearcollected=&state=&county=&loc=&substrate=&habitat=&host=&provenance=&barcode=01540443,
S1159,Thelypodieae,Mostacillastrum,commune,Mostacillastrum commune,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,100696571,40505,2010,"F.O. Zuloaga , et al.",D. Salariato,Argentina,De Termas del Sosneado a Laguna El Sosneado,https://www.gbif.org/occurrence/1258034306,
S1159-2,Thelypodieae,Mostacillastrum,commune,Mostacillastrum commune,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,100696571,40505,2010,"F.O. Zuloaga , et al.",D. Salariato,Argentina,De Termas del Sosneado a Laguna El Sosneado,https://www.gbif.org/occurrence/1258034306,
S1094,Thelypodieae,Mostacillastrum,dianthoides,Mostacillastrum dianthoides,II,II,II,CONC,,,,"Oscar Toro, Alicia Marticorena",139998,??/4/1997,1997,"Arroyo, et al.",,Chile,El Loa: Cam De San Pedro De Atacama A Paso Jama,,
S1203,Thelypodieae,Mostacillastrum,oleraceum,Mostacillastrum oleraceum,II,II,II,RMNH,,,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.3768309,38828,2006,"H.H. van der Werff, L. Valenzuela Gamarra, E. Suclli",I. Al-Shehbaz,Peru,"Arequipa, Calloma, vicinity of Chivay",https://www.gbif.org/occurrence/2515104542,
S1203-2,Thelypodieae,Mostacillastrum,oleraceum,Mostacillastrum oleraceum,II,II,II,RMNH,,,L,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.3768309,38828,2006,"H.H. van der Werff, L. Valenzuela Gamarra, E. Suclli",I. Al-Shehbaz,Peru,"Arequipa, Calloma, vicinity of Chivay",https://www.gbif.org/occurrence/2515104542,
S1020,Thelypodieae,Mostacillastrum,pectinifolium,Mostacillastrum pectinifolium,II,II,II,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.3768314,38820,2006,"H.H. van der Werff, L. Valenzuela Gamarra, E. Suclli",I. Al-Shehbaz,Peru,,,
S1096,Thelypodieae,Mostacillastrum,pectinifolium,Mostacillastrum pectinifolium,II,II,II,CONC,,,,"Oscar Toro, Alicia Marticorena",183635,??/11/2011,2011,"Teillier, Walkowiak",,Chile,Chañaral: El Salvador,,
S1273,Thelypodieae,Mostacillastrum,subauriculatum,Mostacillastrum subauriculatum,II,II,II,NMC,,,,Donovan Bailey,73472,38206,2004,R. Spellenberg,,USA,"New Mexico, Otero, Sacramento Mts, ca 16 air km SSW of Cloudcroft",,
S1163,Thelypodieae,Mostacillastrum,volckmannii,Mostacillastrum volckmannii,II,II,II,MO,,Mostacillastrum sagittatum,MO,Ihsan Al-Shehbaz,100527570,32052,1987,S. Teillier,I. Al-Shehbaz,Chile,Quebrada de Paposo,https://www.gbif.org/occurrence/1257873359,
S1158,Thelypodieae,Neuontobotrys,grayana,Neuontobotrys grayana,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,58595,28225,1977,A. Gentry t al.,I. Al-Shehbaz,Peru,"Santa Eulalia, 40 km E of Lima in valley of Río Rimac, dry cactus-dominated hillsides",https://www.gbif.org/occurrence/1261298465,
S1573,Thelypodieae,Neuontobotrys,grayana,Neuontobotrys grayana,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,58595,28225,1977,A. Gentry t al.,I. Al-Shehbaz,Peru,"Santa Eulalia, 40 km E of Lima in valley of Río Rimac, dry cactus-dominated hillsides",https://www.gbif.org/occurrence/1261298465,
S0798,Thelypodieae,Neuontobotrys,intricatissima,Neuontobotrys intricatissima,II,II,II,Klaus Mummenhoff personal collection,,,Klaus Mummenhoff,Barbara Neuffer,Teilier (?) 4819,,,,,,,,
S1018,Thelypodieae,Neuontobotrys,schulzii,Neuontobotrys schulzii,II,II,II,RMNH,,Eremodraba schulzii,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.3768347,38820,2006,"H.H. van der Werff, L. Valenzuela Gamarra, E. Suclli",I. Al-Shehbaz,Peru,,,
S1018-2,Thelypodieae,Neuontobotrys,schulzii,Neuontobotrys schulzii,II,II,II,RMNH,,Eremodraba schulzii,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.3768347,38820,2006,"H.H. van der Werff, L. Valenzuela Gamarra, E. Suclli",I. Al-Shehbaz,Peru,,,
S1160,Thelypodieae,Polypsecadium,gilliesii,Polypsecadium gilliesii,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,2402847,37307,2002,"A.M. Ciadella , et al.",I. Al-Shehbaz,Argentina,"Ruta 9, de Tres Cruces a Humahuaca, Esquinas Blancas",https://www.gbif.org/occurrence/1259713484,
S1164,Thelypodieae,Polypsecadium,llatasii,Polypsecadium llatasii,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,3458956,38252,2004,R. Rodríguez,,Peru,"Reque. Cerro Reque. Zona arenosa-arcillosa, pedregosa",https://www.gbif.org/occurrence/1260878552,
S1164-2,Thelypodieae,Polypsecadium,llatasii,Polypsecadium llatasii,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,3458956,38252,2004,R. Rodríguez,,Peru,"Reque. Cerro Reque. Zona arenosa-arcillosa, pedregosa",https://www.gbif.org/occurrence/1260878552,
S0810,Thelypodieae,Polypsecadium,magellanicum,Polypsecadium magellanicum,II,II,II,CONC,,,,,Pisano & Henríquez 6722,,,,,,,,
S1032,Thelypodieae,Polypsecadium,rusbyi,Polypsecadium rusbyi,II,II,II,MA,,,,Leopoldo Medina,MA-01-00365559,unknown,,,,,,,
S1165,Thelypodieae,Sibara,deserti,Sibara deserti,II,II,II,GH,,Sibara rosulata,,Ihsan Al-Shehbaz,379850,24570,1967,"R.C. Rollins, P.A. Munz",,USA,"California, Inyo County",https://www.gbif.org/occurrence/1999059622,
S1165-2,Thelypodieae,Sibara,deserti,Sibara deserti,II,II,II,GH,,Sibara rosulata,,Ihsan Al-Shehbaz,379850,24570,1967,"R.C. Rollins, P.A. Munz",,USA,"California, Inyo County",https://www.gbif.org/occurrence/1999059622,
S1073,Thelypodieae,Sibara,laxa,Sibara laxa,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,D.E. Breedlove & C. Burns 71748,unknown,,"D.E. Breedlove, C. Burns",,Mexico,,,
S1073-2,Thelypodieae,Sibara,laxa,Sibara laxa,II,II,II,MO,,,MO,Ihsan Al-Shehbaz,D.E. Breedlove & C. Burns 71748,unknown,,"D.E. Breedlove, C. Burns",,Mexico,,,
S1002,Thelypodieae,Sibara,macrostachya,Sibara macrostachya,II,II,II,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1845062,25097,1968,O. Zöllner,O. Appel,Chile,,,
S1031,Thelypodieae,Stanleya,bipinnata,Stanleya bipinnata,II,II,II,MA,,,,Leopoldo Medina,MA-01-00739013,??/??/2003,2003,,,,,,
S1031-2,Thelypodieae,Stanleya,bipinnata,Stanleya bipinnata,II,II,II,MA,,,,Leopoldo Medina,MA-01-00739013,??/??/2003,2003,,,,,,
S0979,Thelypodieae,Stanleya,elata,Stanleya elata,II,II,II,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1844212,??/??/1948,1948,,,USA,,,
SRR8528355,Thelypodieae,Stanleya,elata,Stanleya elata,II,II,II,,,,,,,,,,,,,,
S0724,Alysseae,Acuston,lunarioides,Acuston lunarioides,II,exp.II,IV,OSBU,,,,Barbara Neuffer,26802,43178,2018,Krause,,Greece,"Rhodos, zwischen Archangelos und Stegna",,
S0724-2,Alysseae,Acuston,lunarioides,Acuston lunarioides,II,exp.II,IV,OSBU,,,,Barbara Neuffer,26802,43178,2018,Krause,,Greece,"Rhodos, zwischen Archangelos und Stegna",,
S0724sl,Alysseae,Acuston,lunarioides,Acuston lunarioides,II,exp.II,IV,OSBU,,,,Barbara Neuffer,26802,43178,2018,Krause,,Greece,"Rhodos, zwischen Archangelos und Stegna",,
S1466,Alysseae,Acuston,lunarioides,Acuston lunarioides,II,exp.II,IV,OSBU,,,,Barbara Neuffer,26802,43178,2018,Krause,,Greece,"Rhodos, zwischen Archangelos und Stegna",,
S0303,Alysseae,Alyssoides,utriculata,Alyssoides utriculata,II,exp.II,IV,B,,,,Robert Vogt,B 10 0184667,??/??/1978,1978,,,Turkey,"Kaz Dagh, Mt. Ida",,
S0545,Alysseae,Berteroa,incana,Berteroa incana,II,exp.II,IV,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.8004945,38196,2004,,,,,,
S1315,Alysseae,Berteroa,incana,Berteroa incana,II,exp.II,IV,RMNH,,,WAG,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.1241192,32774,1989,K. van Setten,,Netherlands,"Gelderland, river forelands between Wageningen and Renkum",https://www.gbif.org/occurrence/2517470672,
S0808,Alysseae,Brachypus,suffruticosus,Brachypus suffruticosus,II,exp.II,IV,private collection Klaus Mummenhoff,,,Klaus Mummenhoff,Klaus Mummenhoff,KM1539,,,,Dimitry German,,,,
S0808-2,Alysseae,Brachypus,suffruticosus,Brachypus suffruticosus,II,exp.II,IV,private collection Klaus Mummenhoff,,,Klaus Mummenhoff,Klaus Mummenhoff,KM1539,,,,Dimitry German,,,,
S0808sl,Alysseae,Brachypus,suffruticosus,Brachypus suffruticosus,II,exp.II,IV,private collection Klaus Mummenhoff,,,Klaus Mummenhoff,Klaus Mummenhoff,KM1539,,,,Dimitry German,,,,
S0288,Alysseae,Clastopus,vestitus,Clastopus vestitus,II,exp.II,IV,A,,,,Michaela Schmull,Koelz 17812,15122,1941,W.N. Koelz,I. Al-Shehbaz,Iran,"Bakhtiari, Kuh-i-Shuturan",,
MK637683,Alysseae,Clypeola,jonthlaspi,Clypeola jonthlaspi,,,IV,,,,,,,,,,,,,,
S0291,Alysseae,Clypeola,jonthlaspi,Clypeola jonthlaspi,II,exp.II,IV,A,,,,"Kasper P. Hendriks, Klaus Mummenhoff",Al-Shehbaz 76228,27886,1976,,,,,,
S0651,Alysseae,Clypeola,jonthlaspi,Clypeola jonthlaspi,II,exp.II,IV,private collection Klaus Mummenhoff,,,Klaus Mummenhoff,Klaus Mummenhoff,KM2325,??/??/2009,2009,,,,,,
S0732,Alysseae,Clypeola,jonthlaspi,Clypeola jonthlaspi,II,exp.II,IV,OSBU,,,,Barbara Neuffer,26794,43178,2018,Neuffer,,Greece,"Rhodos, nördl. Monolithos, westl. Siana, Wanderung auf den Akramites",,
S0748,Alysseae,Degenia,velebitica,Degenia velebitica,II,exp.II,IV,HEID,,,,"Marcus Koch, Peter Sack",8009797,unknown,unknown,unknown,,unknown,,,
S0322,Alysseae,Fibigia,clypeata,Fibigia clypeata,II,exp.II,IV,B,,,,Robert Vogt,B 10 0184661,??/??/1972,1972,,,Turkey,Kelkit Pass,,
S0415,Alysseae,Galitzkya,spathulata,Galitzkya spathulata,II,exp.II,IV,MO,,,MO,Ihsan Al-Shehbaz,4937069,34492,1994,,,,,,
S0415-2,Alysseae,Galitzkya,spathulata,Galitzkya spathulata,II,exp.II,IV,MO,,,MO,Ihsan Al-Shehbaz,4937069,34492,1994,,,,,,
S1534,Alysseae,Galitzkya,spathulata,Galitzkya spathulata,II,exp.II,IV,RMNH,,Berteroa spathulata,U,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",U.1165179,unknown,,Schrenk,,unknown,,https://www.gbif.org/occurrence/2515299670,
S0888,Alysseae,Lepidotrichum,uechtritzianum,Lepidotrichum uechtritzianum,II,exp.II,IV,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.1850016,23328,1963,N. Vihodcevsky,N. Vihodcevsky,Bulgaria,,,
S0616,Alysseae,Meniocus,linifolius,Meniocus linifolius,II,exp.II,IV,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.0143205,27878,1976,"V.V. Nikitin, I.A. Ivanov",V.V. Nikitin,Turkmenistan,,,
S0739,Alysseae,Odontarrhena,obovata,Odontarrhena obovata,II,exp.II,IV,OSBU,,,,Barbara Neuffer,12823,37475,2002,"Neuffer, Hurka, Friesen",,Russia,"Sibirischer Altai, südlich Aktasch",,
S0952,Alysseae,Phyllolepidum,rupestre,Phyllolepidum rupestre,II,exp.II,IV,W,,,,"Christian Bräuchler, Heimo Rainer",W0112415,37443,2002,J. Aldasoro,I. Resetnik,Italy,"Abruzzo, L'Aquila, La Majella",https://www.jacq.org/detail.php?ID=1663801,
S0430,Alysseae,Physoptychis,caspica,Physoptychis caspica,II,exp.II,IV,MO,,Physoptychis gnaphalodes,MO,Ihsan Al-Shehbaz,4347306,28293,1977,J. Renz,,Iran,Kiyamaki Protected Region,,
S1249,Alysseae,Pterygostemon,spathulatus,Pterygostemon spathulatus,II,exp.II,IV,ALTB,,,,Dmitry A. German,SRAE2007416,39276,2007,"S.V. Smirnov, D.A. German, et al.",D.A. German,China,"Xinjiang, Jeminay county, SE part of Zaissan depression, ca. 20 km N of Jeminay (Bei Sha Wo)",,
S0620,Alysseae,Resetnikia,triquetra,Resetnikia triquetra,II,exp.II,IV,RMNH,,Fibigia triquetra,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.0143243,unknown,,F. Petter,F.M. Muller,Croatia,,,
MK637657,Alyssopsideae,Alyssopsis,mollis,Alyssopsis mollis,,,I,,,,,,,,,,,,,,
S1460,Alyssopsideae,Alyssopsis,mollis,Alyssopsis mollis,I,I,I,B,,,,Klaus Mummenhoff,B 10 0184647,27201,1974,K.H. Rechinger,,Iran,Mazandaran,https://www.jacq.org/detail.php?ID=528448,
SRR8528392,Alyssopsideae,Alyssopsis,mollis,Alyssopsis mollis,I,I,I,,,,,,,,,,,,,,
S1235,Alyssopsideae,Calymmatium,draboides,Calymmatium draboides,I,I,I,LE<RUS>,,,,Dmitry A. German,Tzvelev 874,21394,1958,N.N. Tzvelev,D.A. German,Tajikistan,"Badakhshan, NW Pamir, mouth of Takta-Korum, 3800 m a. s. l.",,
S1235-2,Alyssopsideae,Calymmatium,draboides,Calymmatium draboides,I,I,I,LE<RUS>,,,,Dmitry A. German,Tzvelev 874,21394,1958,N.N. Tzvelev,D.A. German,Tajikistan,"Badakhshan, NW Pamir, mouth of Takta-Korum, 3800 m a. s. l.",,
S1235sl,Alyssopsideae,Calymmatium,draboides,Calymmatium draboides,I,I,I,LE<RUS>,,,,Dmitry A. German,Tzvelev 874,21394,1958,N.N. Tzvelev,D.A. German,Tajikistan,"Badakhshan, NW Pamir, mouth of Takta-Korum, 3800 m a. s. l.",,
S0316,Alyssopsideae,Dielsiocharis,kotschyi,Dielsiocharis kotschyi,I,I,I,B,,,,"Kasper P. Hendriks, Klaus Mummenhoff",B 10 0184654,27558,1975,K.H. Rechinger,,Iran,"Khorasan, Gulul Sarani Protected Region",,
S0316-2,Alyssopsideae,Dielsiocharis,kotschyi,Dielsiocharis kotschyi,I,I,I,B,,,,"Kasper P. Hendriks, Klaus Mummenhoff",B 10 0184654,27558,1975,K.H. Rechinger,,Iran,"Khorasan, Gulul Sarani Protected Region",,
S0316sl,Alyssopsideae,Dielsiocharis,kotschyi,Dielsiocharis kotschyi,I,I,I,B,,,,Robert Vogt,B 10 0184654,1975 (?),1975,,K.H. Rechinger,Iran,Khorasan,,
S1524,Alyssopsideae,Dielsiocharis,kotschyi,Dielsiocharis kotschyi,I,I,I,RMNH,,Alyssopsis kotschyi,WAG,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG0102094,29/07/1842,1842,K.G.T. Kotschy,F.M. Muller,Iran,Mont. Kuh-Daëna,https://www.gbif.org/occurrence/2515748751,Syntype
NC_009267,Alyssopsideae,Olimarabidopsis,pumila,Olimarabidopsis pumila,,,I,,,,,,,,,,,,,,
S0809,Alyssopsideae,Olimarabidopsis,pumila,Olimarabidopsis pumila,I,I,I,OSBU,,,,Barbara Neuffer,14719,32980,1990,Shmakov,,Kazakhstan,"Lenin-Dzholsky distr., 5 km up from the mouth of the river Shina",,
KY912021.1,Anastaticeae,Anastatica,hierochuntica,Anastatica hierochuntica,,,,,,,,,,,,,,,,,
S0450,Anastaticeae,Anastatica,hierochuntica,Anastatica hierochuntica,II,exp.II,,MO,,,MO,Ihsan Al-Shehbaz,Thomas 2030,30416,1983,D. Thomas,,Algeria,"Hoggar Mts, near Assakrem",,
S0156,Anastaticeae,Cithareloma,lehmannii,Cithareloma lehmannii,II,exp.II,,A,,,,"Kasper P. Hendriks, Klaus Mummenhoff",B. Shishkin & V. Gonin,4900,1913,"B. Shishkin, V. Gonin no number",I. Al-Shehbaz,Russia,Itopalsk,,
S1182,Anastaticeae,Eigia,longistyla,Eigia longistyla,II,exp.II,,E,,,,"Alan Forrest, Suzanne Cubey",E00083373,31484,1986,I.S. Collenette,"I. Al-Shehbaz, I.C. Hedge",Saudi Arabia,"5 km NW of Shiqri, Talbuk road",https://www.gbif.org/occurrence/575107688,
S0357,Anastaticeae,Eremobium,aegyptiacum,Eremobium aegyptiacum,II,exp.II,,MO,,,MO,Ihsan Al-Shehbaz,Danin 1974,25925,1970,,,,,,
S0623,Anastaticeae,Eremobium,aegyptiacum,Eremobium aegyptiacum,II,exp.II,,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.0193052,35788,1997,K.N. Abdel Khalik,unknown,Egypt,,,
S0654,Anastaticeae,Eremobium,aegyptiacum,Eremobium aegyptiacum,II,exp.II,,private collection Gomez Campo,,,,Gomez Campo Collection,GCC 1476-18,unknown,unknown,C. Gómez Campo,,Morocco,Desert S of Midelt,,
NC_009274,Anastaticeae,Lobularia,maritima,Lobularia maritima,,,,,,,,,,,,,,,,,
S0555,Anastaticeae,Lobularia,maritima,Lobularia maritima,II,exp.II,,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",WAG.8003708,38936,2006,Jan J. Wieringa,Jan J. Wieringa,Italy,,,
S0580,Anastaticeae,Lobularia,maritima,Lobularia maritima,II,exp.II,,RMNH,Lobularia maritima subsp. maritima,Alyssum maritimum,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.3774390,31188,1985,"R. Vink, V.M. Wijninga",unknown,Colombia,,,
SRR8528383,Anastaticeae,Lobularia,maritima,Lobularia maritima,II,exp.II,,,,,,,,,,,,,,,
S0602,Anastaticeae,Marcus-kochia,littorea,Marcus-kochia littorea,II,exp.II,,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.3767713,23798,1965,F. Hekker,F.M. Muller,Spain,,,
S0602-2,Anastaticeae,Marcus-kochia,littorea,Marcus-kochia littorea,II,exp.II,,RMNH,,,,"Kasper P. Hendriks, Roxali Bijmoer, Marnel Scherrenberg, Jan J. Wieringa",L.3767713,23798,1965,F. Hekker,F.M. Muller,Spain,,,
