Removal of putative paralog loci.Paralogs removed for all samples:
Variable 'remove_loci_for_all_samples_with_more_than_this_mean_proportion_of_SNPs' set to: none
None!
Paralogs removed for each sample:
Sample	threshold	#removed	names
S0964 	0.01637	66	4757, 6780, 4889, 5578, 6376, 6532, 6393, 5318, 7174, 6034, 5463, 6779, 6859, 6114, 5326, 6500, 6265, 6258, 5899, 6496, 5421, 5842, 5941, 5703, 5299, 5449, 6051, 5188, 6791, 4793, 7333, 6797, 6954, 5406, 1G01220, 1G01770, 1G03390, 1G06710, 1G10330, 1G55250, 1G55480, 1G65320, 1G70820, 2G04660, 2G21470, 2G26780, 2G42850, 3G01100, 3G01150, 3G01460, 3G06530, 3G20630, 3G24170, 3G51470, 3G53180, 4G00450, 4G01880, 4G02730, 4G21770, 4G36390, 4G36790, 5G06940, 5G11390, 5G13770, 5G43920, 5G44240
S0989 	0.1064	20	6738, 6979, 6387, 6875, 5343, 5772, 7128, 6295, 1G05850, 1G12330, 1G53270, 1G57770, 3G08670, 4G24220, 4G30600, 5G02810, 5G14510, 5G18670, 5G20270, 5G46580
S1011sl 	0.16205	7	6979, 5744, 1G27760, 4G33330, 5G19730, 5G48270, 5G60790
S1021 	0.19577	1	
S1038 	0.12273	18	6110, 6979, 4527, 7128, 1G30440, 1G51550, 1G72280, 2G16880, 2G22120, 2G46370, 3G08670, 3G56120, 4G19460, 4G24190, 4G33330, 5G02810, 5G20350, 5G63410
S1039 	0.11296	23	4757, 5578, 5273, 6050, 6003, 5958, 5328, 5744, 6284, 5355, 5464, 5257, 1G01910, 1G10330, 1G27760, 1G80360, 2G31530, 2G43770, 3G01060, 3G17640, 5G11390, 5G44240, 5G50160
S1040 	0.11358	18	4757, 5578, 5318, 6050, 6882, 6003, 5430, 5958, 5744, 5355, 5464, 1G01910, 1G10330, 2G31530, 2G43770, 3G25430, 3G53180, 4G09140
S1043sl 	0.12859	27	6979, 5220, 5744, 1G30440, 1G48880, 1G51550, 1G74460, 2G16880, 2G46370, 3G03210, 3G12280, 3G50660, 3G52200, 3G54790, 3G56120, 3G60830, 4G24190, 4G33330, 4G33440, 5G03430, 5G14510, 5G20350, 5G46580, 5G58230, 5G58430, 5G63410, 5G63770
S1044 	0.11447	26	5404, 6738, 6050, 5958, 6565, 4890, 6746, 5469, 5464, 5257, 1G15440, 1G27760, 1G47670, 1G50120, 1G69860, 3G17640, 3G54690, 4G01730, 4G01880, 4G17370, 4G37030, 5G04360, 5G08030, 5G11390, 5G52280, 5G61865
S1045 	0.17443	0	
S1049sl 	NA	0	
S1050 	0.11413	15	6110, 5578, 6498, 6050, 5958, 6570, 5257, 1G16570, 1G60995, 2G33770, 2G35500, 2G43770, 4G16570, 4G32910, 5G26570
S1052sl 	0.06062	45	5200, 6979, 5958, 6051, 4989, 6038, 5551, 1G02860, 1G24706, 1G60060, 1G75200, 1G80410, 2G13370, 2G41190, 2G46370, 3G03210, 3G06920, 3G13490, 3G22170, 3G54860, 3G55070, 3G56370, 4G18830, 4G18950, 4G20050, 4G22720, 4G24190, 4G33210, 5G02270, 5G03070, 5G04480, 5G04550, 5G08280, 5G12900, 5G14700, 5G15710, 5G19680, 5G20270, 5G36880, 5G49890, 5G53480, 5G55960, 5G58230, 5G58430, 5G60750
S1053sl 	0.0917	17	6050, 5958, 5328, 6282, 7628, 4806, 5428, 5919, 4893, 2G47790, 3G15550, 3G17640, 3G17830, 4G09140, 4G22720, 5G53580, 5G63010
S1069 	0.19884	0	
S1072 	0.11658	16	6050, 4527, 5958, 4793, 5355, 7333, 5857, 5257, 1G01910, 1G10330, 2G31530, 2G43770, 3G17640, 4G18010, 4G18950, 4G20060
S1074 	0.19786	0	
S1077 	0.08308	168	6110, 6016, 6176, 5614, 5206, 5064, 5131, 4691, 5138, 5599, 7067, 6048, 5220, 5477, 6528, 5460, 4527, 6265, 6641, 5894, 5347, 6003, 5422, 5454, 6909, 5018, 5941, 5859, 5958, 6875, 4989, 6570, 4806, 6883, 6274, 5940, 7128, 1G01910, 1G02970, 1G04690, 1G05850, 1G09340, 1G09870, 1G09900, 1G12150, 1G12330, 1G13970, 1G15440, 1G16570, 1G19860, 1G25570, 1G27760, 1G29690, 1G48090, 1G50200, 1G68570, 1G68830, 1G80360, 2G26180, 2G28780, 2G32040, 2G33770, 2G35720, 2G39730, 2G39830, 2G40070, 2G40190, 2G40730, 2G40760, 2G40890, 2G43770, 2G45500, 2G46370, 3G03210, 3G08960, 3G10230, 3G11540, 3G11960, 3G12280, 3G13490, 3G14120, 3G15380, 3G16150, 3G16910, 3G17900, 3G23430, 3G24170, 3G26700, 3G27820, 3G48150, 3G51470, 3G51930, 3G52200, 3G54790, 3G56120, 3G56370, 3G57610, 3G61960, 4G00450, 4G00550, 4G00740, 4G03020, 4G16570, 4G17090, 4G18340, 4G18950, 4G20050, 4G24190, 4G24220, 4G26750, 4G28220, 4G29010, 4G30600, 4G31200, 4G31540, 4G33440, 4G33760, 4G39850, 5G01360, 5G01380, 5G02480, 5G03280, 5G03430, 5G04550, 5G08280, 5G08415, 5G08530, 5G08580, 5G12470, 5G12900, 5G13020, 5G13420, 5G13630, 5G13640, 5G14950, 5G15400, 5G15710, 5G15880, 5G17230, 5G18670, 5G18830, 5G19680, 5G20270, 5G20350, 5G20890, 5G21970, 5G21990, 5G22030, 5G22330, 5G22850, 5G24810, 5G26570, 5G39500, 5G40740, 5G46070, 5G54690, 5G55960, 5G58330, 5G58430, 5G58470, 5G58940, 5G60020, 5G60750, 5G60790, 5G61560, 5G63050, 5G63640, 5G66680
S1083 	0.06159	15	4757, 6498, 6050, 5841, 6447, 6733, 6746, 5355, 1G67120, 2G27500, 2G38000, 2G47790, 3G48820, 4G29810, 5G03430
S1089 	0.15483	0	
S1093sl 	0.13281	2	1G14300, 5G20350
S1095 	0.14612	0	
S1096 	0.11111	21	5404, 5318, 6498, 6050, 5802, 6003, 5744, 5469, 6284, 5355, 5464, 5257, 1G01910, 1G10330, 2G31530, 3G23020, 3G53180, 3G54690, 5G12470, 5G35560, 5G52280
S1097 	0.09645	19	5404, 6003, 5958, 5744, 6447, 5469, 5919, 5355, 5257, 1G27760, 2G43770, 3G44880, 3G46220, 3G54690, 4G30600, 5G21930, 5G22800, 5G58510, 5G60450
S1098 	0.10678	20	5404, 6050, 5434, 5899, 6003, 5958, 4793, 5355, 5464, 1G01910, 1G60995, 1G66830, 1G69860, 2G39830, 2G40860, 2G43770, 3G17640, 4G01730, 4G20060, 5G60450
S1100 	0.02453	69	4889, 5348, 5913, 6979, 7111, 5942, 5463, 5326, 6404, 5990, 4802, 5802, 5945, 6026, 6500, 5639, 5427, 6660, 5642, 6128, 5841, 6570, 5531, 5354, 4793, 5853, 6038, 6792, 5464, 6295, 5296, 1G04970, 1G11915, 1G16570, 1G52760, 1G57770, 1G63700, 1G72280, 2G17510, 2G26200, 3G03710, 3G06880, 3G08950, 3G16910, 3G18524, 3G19210, 3G19553, 3G46220, 4G09140, 4G16570, 4G16660, 4G18060, 4G18830, 4G26750, 4G31770, 4G32430, 5G04710, 5G04930, 5G12900, 5G13770, 5G17230, 5G20350, 5G22330, 5G22850, 5G26570, 5G26820, 5G45780, 5G58020, 5G65990
S1102 	0.09649	33	7174, 6450, 5599, 6979, 6404, 5815, 5744, 1G06260, 1G30440, 1G55270, 1G80410, 2G46370, 3G03210, 3G12280, 3G17900, 4G20050, 4G24220, 4G28220, 4G30600, 4G30790, 4G31540, 4G35850, 5G03280, 5G08280, 5G11390, 5G16310, 5G19350, 5G19680, 5G20270, 5G20350, 5G49810, 5G57800, 5G62130
S1103 	0.04811	40	4889, 5578, 6738, 5318, 6498, 5463, 6003, 5841, 7273, 6679, 5328, 4890, 6051, 5188, 6969, 5940, 5469, 5464, 1G31800, 1G60490, 2G35500, 2G37310, 2G37320, 2G38000, 2G40890, 3G04480, 3G53180, 3G54690, 3G56120, 3G56310, 4G20060, 4G22720, 4G24830, 5G02810, 5G06940, 5G13420, 5G19610, 5G22850, 5G35410, 5G52280
S1106sl 	0.09743	15	4757, 6882, 6003, 5958, 5744, 5469, 5355, 5257, 1G01910, 1G60995, 1G69860, 3G17640, 3G54690, 4G20060, 5G60450
S1107-2 	0.0719	12	5318, 6114, 5945, 5018, 6139, 1G47380, 1G55270, 3G08960, 3G53180, 4G30600, 4G30720, 4G33760
S1110 	0.03353	61	4757, 5318, 5702, 6914, 6034, 7241, 5434, 5090, 4954, 6506, 5990, 5894, 6056, 5941, 5922, 6550, 6649, 5865, 6460, 5981, 5188, 7628, 6544, 6733, 5977, 6274, 5554, 5464, 1G31360, 1G50200, 1G55150, 1G55590, 1G60560, 1G67120, 2G17510, 2G20050, 2G35040, 2G35610, 2G37310, 2G43235, 3G15550, 3G18290, 3G48150, 3G53180, 3G55580, 4G00910, 4G02460, 4G05090, 4G21770, 4G22720, 4G34260, 4G37030, 5G08030, 5G20890, 5G21930, 5G21990, 5G22800, 5G22850, 5G58940, 5G64270, 5G65500
S1111 	0.13216	9	5578, 6875, 5981, 1G04110, 2G43235, 2G45500, 3G48820, 4G30490, 5G22330
S1113 	0.07682	17	7141, 6914, 5477, 5090, 6565, 5343, 2G35500, 3G07140, 3G19990, 3G48820, 3G51930, 4G05090, 4G24740, 4G26750, 4G33760, 5G11330, 5G14450
S1114-2 	0.11569	30	5038, 6110, 6780, 6450, 4724, 6003, 6909, 5018, 5858, 5428, 6924, 1G55270, 1G72970, 1G80460, 2G26780, 2G35720, 2G40070, 3G03210, 4G21680, 4G31540, 5G06120, 5G08280, 5G11390, 5G12900, 5G13420, 5G14450, 5G20270, 5G20350, 5G55960, 5G58430
S1116 	0.18917	0	
S1117 	0.11762	15	5578, 5744, 6119, 6875, 5257, 1G01910, 1G11915, 1G27760, 1G61850, 2G27590, 3G48380, 3G56120, 4G03260, 4G30720, 5G46220
S1118 	0.0913	17	5404, 6450, 5434, 5990, 6003, 5842, 5958, 6565, 4793, 5355, 5257, 1G27760, 4G09140, 5G02810, 5G22800, 5G52280, 5G60450
S1119 	0.14553	5	7067, 3G17900, 4G01880, 5G11390, 5G63010
S1120 	0.05986	39	4889, 5578, 5921, 5206, 5702, 5933, 5434, 6366, 5802, 5347, 5536, 7325, 6378, 4890, 4806, 6733, 5406, 1G02420, 1G12330, 1G50940, 1G63660, 2G01070, 2G16880, 2G20050, 2G35040, 2G40760, 3G17810, 3G20630, 3G48150, 4G01880, 4G21770, 4G24830, 4G29810, 4G30490, 4G30600, 5G01360, 5G22330, 5G60600, 5G66680
S1121 	0.0994	19	6979, 5477, 5343, 6175, 2G17760, 2G37230, 2G37310, 2G38000, 3G01060, 3G56310, 4G01880, 4G24620, 4G30490, 5G04360, 5G05200, 5G36880, 5G44240, 5G54080, 5G54180
S1128 	0.03423	68	6933, 4889, 5578, 5318, 5280, 6406, 4691, 6048, 5870, 6114, 5326, 6639, 6500, 6258, 6003, 5840, 6439, 5842, 5703, 6458, 5328, 4890, 6051, 6732, 6320, 5428, 4793, 6373, 5977, 5464, 5926, 6507, 1G08460, 1G49820, 1G50940, 1G65840, 2G38280, 2G38500, 2G40730, 2G40860, 2G42750, 2G43890, 3G03210, 3G03710, 3G04480, 3G20630, 3G46220, 3G53180, 3G56940, 3G57610, 4G02460, 4G02990, 4G20060, 4G29010, 4G33760, 4G34350, 4G35870, 5G02270, 5G12470, 5G13630, 5G15300, 5G18580, 5G18700, 5G39710, 5G40480, 5G51970, 5G61560, 5G66960
S1129sl 	0.04413	55	6995, 4757, 6933, 4889, 5318, 5177, 5280, 6498, 6048, 6050, 5463, 5326, 6258, 6825, 6439, 6128, 5430, 5299, 5328, 5744, 5469, 6284, 6457, 5464, 5257, 5296, 1G02400, 1G08460, 1G09870, 1G10330, 2G26200, 2G26930, 2G40730, 2G41670, 2G43890, 2G45500, 3G03210, 3G04480, 3G20630, 3G25430, 3G46220, 3G48380, 3G53180, 3G54690, 4G02990, 4G31770, 4G34350, 5G12470, 5G15880, 5G40440, 5G40480, 5G51150, 5G54080, 5G63010, 5G63860
S1148 	0.03547	68	6780, 4889, 7602, 6738, 6412, 6450, 6979, 6387, 6528, 5562, 6270, 5802, 5945, 6026, 6500, 6128, 5841, 6460, 4890, 6570, 6557, 5943, 6544, 4793, 6792, 5464, 6295, 1G06270, 1G09010, 1G11915, 1G16570, 1G19025, 1G27760, 2G16440, 2G18760, 2G26690, 2G26780, 2G37320, 2G38000, 2G39450, 2G40190, 3G06270, 3G09650, 3G10230, 3G16270, 3G19180, 3G19810, 3G48820, 3G51930, 3G57180, 4G01570, 4G02680, 4G16570, 4G20060, 4G20070, 4G26090, 4G31200, 4G38010, 5G10900, 5G13230, 5G17230, 5G18670, 5G19730, 5G20890, 5G23060, 5G26570, 5G54180, 5G65990
S1168 	0.20079	0	
S1176 	0.05538	40	6110, 6738, 6376, 5921, 5318, 6914, 5463, 6779, 6114, 6439, 6139, 6447, 6733, 6274, 5469, 5464, 5406, 1G02970, 1G55150, 2G18710, 2G47020, 3G19990, 3G48820, 3G53150, 3G53180, 3G54690, 3G54860, 3G60830, 4G00910, 4G21770, 4G24220, 5G01360, 5G03430, 5G19690, 5G46070, 5G46100, 5G46220, 5G46580, 5G56580, 5G64270
S1177 	0.06117	20	4757, 5318, 6498, 5463, 6003, 5430, 5188, 5464, 5406, 1G30440, 1G80410, 2G43770, 3G25430, 3G53180, 3G60830, 4G21350, 4G22720, 5G40820, 5G59900, 5G63010
S1180 	0.01752	96	5489, 6376, 5770, 6450, 5138, 6979, 5870, 6492, 5463, 6216, 5802, 5945, 6026, 6500, 5427, 6660, 5821, 6128, 6649, 5841, 5299, 6875, 4890, 7021, 5968, 4796, 6447, 6883, 5531, 6685, 6544, 5853, 6746, 6383, 5551, 6792, 5464, 1G06590, 1G11915, 1G12330, 1G14300, 1G16070, 1G22620, 1G52520, 1G52760, 1G57770, 1G66830, 1G68830, 1G71220, 1G73960, 2G21470, 2G22120, 2G31740, 2G37310, 2G38000, 2G40070, 2G40190, 2G40770, 2G40840, 3G01100, 3G03710, 3G04340, 3G06530, 3G08960, 3G11220, 3G17810, 3G19180, 3G19210, 3G19553, 3G24170, 3G48610, 3G56120, 3G58520, 4G01570, 4G16660, 4G17830, 4G19460, 4G20050, 4G20060, 4G21350, 4G21770, 4G23540, 4G24790, 4G35870, 4G38010, 5G02270, 5G04360, 5G10900, 5G20890, 5G26820, 5G40440, 5G40480, 5G51750, 5G55250, 5G65950, 5G65990
S1181-2 	0.09266	24	4757, 5463, 5090, 5464, 1G10020, 1G10330, 1G16770, 1G60490, 2G41670, 2G43235, 3G07140, 3G13490, 3G51490, 4G05090, 4G33410, 5G04710, 5G08030, 5G14510, 5G15880, 5G20350, 5G22510, 5G45780, 5G53000, 5G53580
S1182 	0.03323	104	6110, 5200, 6738, 5318, 6498, 6979, 5434, 5460, 6865, 5945, 5899, 5894, 5347, 6003, 6439, 5430, 5859, 5958, 5936, 6538, 6036, 5428, 5857, 1G02970, 1G05850, 1G06260, 1G10780, 1G10910, 1G20560, 1G49970, 1G55480, 1G65380, 1G68570, 1G75200, 1G80410, 2G32900, 2G35040, 2G35610, 2G35720, 2G38280, 2G39730, 2G39970, 2G40070, 2G40190, 2G40760, 2G42490, 2G46890, 3G02570, 3G03210, 3G07140, 3G10030, 3G10230, 3G11220, 3G12280, 3G12610, 3G16910, 3G17900, 3G18290, 3G19810, 3G20240, 3G20260, 3G25430, 3G47400, 3G52970, 3G53180, 3G54690, 3G56370, 3G60830, 4G00550, 4G01880, 4G04640, 4G09140, 4G17090, 4G18340, 4G18950, 4G20050, 4G21680, 4G24190, 4G24830, 4G28080, 4G28220, 4G29310, 4G30790, 4G31540, 4G34260, 5G04930, 5G13020, 5G13030, 5G13420, 5G18580, 5G18670, 5G20270, 5G20350, 5G20890, 5G21970, 5G30510, 5G36880, 5G46070, 5G49030, 5G51540, 5G54180, 5G58230, 5G58430, 5G60020
S1184 	0.04965	56	5913, 6979, 7111, 5463, 6652, 6779, 6404, 5733, 5802, 5945, 6500, 6000, 6128, 5958, 7577, 6570, 6886, 6064, 5531, 6733, 5853, 5551, 5926, 6295, 1G02400, 1G03100, 1G16570, 1G60070, 1G68050, 1G72970, 3G05350, 3G06880, 3G18524, 3G18730, 3G19553, 3G54860, 4G04640, 4G09140, 4G16570, 4G18830, 4G20850, 4G26090, 4G31200, 4G37030, 5G04930, 5G12290, 5G13770, 5G14210, 5G15880, 5G17230, 5G17250, 5G20350, 5G22510, 5G22850, 5G26570, 5G56220
S1187sl 	0.06154	18	6393, 7313, 6882, 4527, 6000, 6860, 5018, 6550, 6004, 6282, 2G40840, 2G47020, 3G06860, 4G30720, 5G44000, 5G58750, 5G61865, 5G65500
S1188 	0.08402	40	4757, 5404, 5318, 7141, 7313, 5434, 4954, 6366, 5802, 5018, 6550, 5858, 6282, 6969, 6883, 5428, 5857, 1G04730, 1G05850, 1G10385, 1G30010, 1G31800, 1G55480, 1G63660, 1G68830, 2G16440, 2G47020, 3G04340, 3G06920, 3G17830, 3G53180, 4G00550, 4G21350, 4G24830, 4G29010, 5G01360, 5G19690, 5G44000, 5G51690, 5G65500
S1189 	0.02045	69	4757, 6072, 5578, 6376, 5318, 6412, 6498, 7241, 6258, 6825, 6667, 6003, 5454, 6785, 6649, 5299, 5936, 4890, 6538, 5343, 4793, 6746, 5469, 5355, 4951, 5464, 5926, 6398, 1G04730, 1G08460, 1G10910, 1G16770, 1G20080, 1G24610, 1G25570, 1G29690, 1G31360, 1G47670, 1G52760, 1G61600, 1G63160, 1G65380, 1G67550, 1G73990, 2G04842, 2G16440, 2G40860, 3G01060, 3G06810, 3G10030, 3G11964, 3G17810, 3G18730, 3G44330, 3G53180, 3G54690, 3G54790, 4G10950, 4G21350, 4G22720, 4G29010, 4G30720, 4G34260, 4G35560, 5G02270, 5G46070, 5G51690, 5G53480, 5G58940
S1201sl 	0.0105	38	4757, 5318, 5280, 6498, 5463, 6652, 5477, 5899, 6003, 5422, 5841, 5299, 6460, 5744, 4890, 6538, 6430, 4793, 6407, 5940, 5469, 5464, 5406, 5296, 1G02860, 1G50200, 1G65380, 2G31970, 2G32290, 2G39450, 2G43770, 3G53180, 3G54690, 4G02730, 4G18060, 4G21680, 4G22720, 5G50210
S1204 	0.07776	31	5404, 5318, 5326, 5899, 6003, 6004, 5841, 6977, 5328, 5744, 6038, 5355, 1G20560, 1G52760, 3G04480, 3G10700, 3G53180, 3G55580, 4G01880, 4G02730, 4G20070, 4G20090, 4G22720, 4G29810, 4G33330, 5G36890, 5G44240, 5G45900, 5G48520, 5G56580, 5G61400
S1208sl 	0.12949	5	5355, 1G27760, 2G46370, 5G01380, 5G57800
S1210 	0.06205	29	5578, 5702, 5894, 5922, 6550, 6785, 6649, 5328, 5977, 5554, 5355, 1G15740, 1G31360, 2G17510, 2G35040, 2G37310, 2G47600, 3G25660, 3G62130, 4G01880, 4G22720, 4G39470, 5G11390, 5G12900, 5G20890, 5G21930, 5G22850, 5G64270, 5G65500
S1211 	0.02024	29	4757, 4889, 7371, 5318, 7111, 5463, 6859, 5562, 6496, 6003, 5849, 5841, 5744, 6119, 6430, 4793, 6636, 5469, 5464, 5721, 5296, 1G10240, 3G53180, 3G54690, 5G14210, 5G18700, 5G25230, 5G40820, 5G49430
S1213 	0.17093	2	2G38500, 4G20050
S1214sl 	0.03609	41	4757, 5404, 5318, 6498, 5138, 7067, 5463, 5434, 6859, 5477, 6500, 6000, 5899, 5335, 6496, 6003, 6860, 5841, 5032, 5981, 4793, 5469, 5464, 5406, 1G01910, 1G55760, 1G72280, 2G22120, 2G43770, 3G06860, 3G26090, 3G52970, 3G53180, 3G54690, 4G00550, 4G04350, 4G17830, 5G12040, 5G39500, 5G56580, 5G64370
S1220 	0.13539	2	5G20350, 5G53000
S1221sl 	0.14778	14	4691, 6164, 6460, 1G10780, 1G80360, 2G41190, 3G10380, 3G54860, 4G22720, 4G29010, 4G31540, 5G03430, 5G19690, 5G22330
S1223 	0.01915	72	4889, 6979, 6492, 5463, 6114, 5326, 6221, 5802, 5945, 6026, 6500, 6660, 6494, 5841, 6198, 5299, 6098, 5936, 5449, 6570, 5943, 6544, 4793, 5551, 6792, 6068, 5464, 6295, 1G01910, 1G09870, 1G10385, 1G14300, 1G16570, 1G48880, 1G51550, 1G52760, 1G55760, 1G72500, 2G21610, 2G37310, 2G37320, 2G38000, 2G40760, 2G40860, 2G43770, 3G04340, 3G11220, 3G13490, 3G18524, 3G19553, 3G20050, 3G48820, 3G50660, 3G58520, 4G00550, 4G16570, 4G16660, 4G18830, 4G39470, 5G04710, 5G11390, 5G12470, 5G14700, 5G20890, 5G26570, 5G35560, 5G43920, 5G45900, 5G52850, 5G60570, 5G60980, 5G65990
S1227 	0.03267	37	4757, 6738, 5318, 4471, 5463, 5477, 5990, 5899, 6003, 6955, 5842, 6198, 6565, 5744, 6875, 4989, 4793, 5469, 6947, 6068, 5464, 1G14300, 1G33410, 2G39620, 2G43770, 3G11460, 3G23020, 3G53180, 3G54690, 3G55580, 4G02780, 4G03020, 4G24830, 5G20350, 5G39500, 5G40820, 5G49430
S1229-2 	0.03923	70	4757, 5200, 4889, 6376, 5168, 5318, 6914, 4744, 6050, 5910, 5220, 5463, 6779, 6114, 6404, 6026, 6258, 6439, 6139, 6565, 5865, 6570, 5968, 6036, 4806, 6883, 6274, 5469, 5464, 6507, 5406, 6318, 5296, 1G05910, 1G16570, 1G25570, 1G33410, 1G55910, 1G68830, 1G74680, 1G75200, 1G76730, 2G45500, 3G08670, 3G10700, 3G19810, 3G22980, 3G48820, 3G52200, 3G53180, 3G54690, 3G54860, 3G60830, 4G00910, 4G16570, 4G21770, 4G22720, 4G24220, 4G29810, 4G30720, 4G38010, 5G01360, 5G03430, 5G11040, 5G13030, 5G18580, 5G26570, 5G39040, 5G51970, 5G64270
S1230 	0.05899	29	5318, 6492, 5357, 5821, 6955, 5018, 6958, 5858, 5791, 1G20080, 1G68570, 2G04660, 2G32040, 2G47020, 3G01100, 3G03380, 3G48110, 3G53180, 4G02460, 4G17090, 4G22720, 4G24190, 4G31770, 5G10900, 5G46220, 5G47040, 5G51830, 5G53970, 5G60020
S1232sl 	0.06804	27	5404, 6779, 6139, 6405, 5858, 6961, 5123, 6563, 6552, 6746, 5355, 5464, 6782, 1G12330, 1G69860, 2G26930, 2G37320, 2G43235, 3G48820, 4G17090, 4G21350, 4G28220, 5G04710, 5G40405, 5G46220, 5G54570, 5G60020
S1234 	0.10254	44	6738, 5318, 5177, 7141, 6498, 6387, 7313, 5942, 5357, 5644, 5858, 6282, 4989, 6570, 6447, 5772, 5919, 5355, 4951, 7296, 6295, 1G05850, 1G16570, 1G55480, 1G68740, 3G01100, 3G11964, 3G24170, 3G48820, 3G53180, 4G16570, 4G17370, 4G18830, 4G30720, 4G35880, 4G37030, 5G01380, 5G04710, 5G13420, 5G19690, 5G26570, 5G44240, 5G57800, 5G63860
S1235sl 	0.00928	44	4757, 4889, 5404, 5578, 5318, 5064, 5463, 5434, 6859, 6689, 6496, 6003, 6860, 5841, 5858, 5699, 5328, 5744, 6570, 4806, 4793, 5469, 6038, 5464, 6507, 1G16570, 1G60070, 1G66830, 2G41190, 2G46060, 3G02260, 3G06860, 3G53180, 3G54690, 4G00550, 4G16570, 4G32430, 4G38010, 5G02820, 5G08660, 5G20350, 5G26570, 5G49430, 5G63010
S1238sl 	0.01383	53	4757, 4889, 5404, 5318, 6498, 5463, 4724, 6506, 5990, 5460, 4527, 5802, 6003, 5513, 5536, 5644, 6785, 6198, 6460, 5744, 6462, 4890, 4992, 5354, 6175, 5721, 1G04970, 1G09010, 1G09870, 1G25500, 1G49820, 1G57770, 1G67550, 1G79080, 1G79150, 2G04270, 2G31740, 2G37310, 2G42850, 2G43770, 3G08670, 3G11964, 3G53180, 4G18340, 4G20050, 4G20060, 4G21350, 4G22720, 5G13230, 5G39710, 5G45780, 5G51970, 5G59900
S1239 	0.06142	34	6780, 6498, 6641, 5821, 5644, 5018, 7028, 5430, 5936, 5744, 7628, 5343, 1G02420, 1G09340, 1G10385, 1G70260, 1G76730, 2G26780, 2G43770, 3G03380, 3G25430, 3G48820, 4G17370, 4G18830, 4G24190, 4G30720, 4G32910, 4G37030, 5G08310, 5G19690, 5G19730, 5G36880, 5G46220, 5G57800
S1241 	0.17598	2	5644, 2G16880
S1245 	0.04366	78	5921, 6393, 5318, 6498, 7111, 7313, 6050, 5463, 6779, 5434, 5357, 6496, 6003, 6909, 5018, 7028, 6550, 6531, 6785, 5841, 5430, 5858, 5865, 6051, 6570, 7367, 6447, 4806, 6883, 5791, 6733, 6401, 6274, 5940, 5944, 5464, 6572, 1G02970, 1G03100, 1G16570, 1G50200, 1G61850, 1G68830, 1G80460, 2G04660, 2G16880, 2G26930, 2G35040, 2G39450, 2G43235, 2G47020, 2G47790, 3G03380, 3G17830, 3G25430, 3G26410, 3G53150, 3G53180, 4G02460, 4G16570, 4G17090, 4G17830, 4G21350, 4G24830, 4G26090, 4G29010, 4G33330, 4G35560, 5G04360, 5G08530, 5G26570, 5G44000, 5G46580, 5G60020, 5G60600, 5G63010, 5G64270, 5G65500
S1246 	0.02827	78	5921, 6393, 5318, 7141, 4471, 5702, 7111, 7313, 6882, 5463, 6779, 5434, 6298, 6221, 5357, 6860, 5018, 6550, 6531, 6785, 6004, 5430, 5858, 5865, 6130, 4890, 6051, 6282, 6570, 6552, 6447, 4806, 6883, 5791, 5620, 6274, 5940, 6284, 5857, 6572, 1G01770, 1G02970, 1G16570, 1G50200, 1G68830, 2G04660, 2G15620, 2G16880, 2G26930, 2G27590, 2G39450, 2G47020, 3G03380, 3G06860, 3G25430, 3G48820, 3G53150, 3G53180, 4G01730, 4G02460, 4G02680, 4G16570, 4G17090, 4G17380, 4G17830, 4G24830, 4G33330, 4G35880, 5G04930, 5G08490, 5G26570, 5G46580, 5G54690, 5G59900, 5G60600, 5G63010, 5G64270, 5G65500
S1249 	0.06231	30	5366, 5702, 5434, 4724, 5090, 4954, 5899, 6128, 5858, 6570, 6295, 1G12150, 1G12330, 1G16570, 2G16880, 2G20050, 2G35040, 2G38000, 2G47020, 4G05090, 4G16570, 5G19180, 5G20350, 5G21930, 5G26570, 5G49070, 5G51970, 5G60600, 5G61400, 5G64270
S1250sl 	0.05779	70	6946, 7141, 5280, 5614, 5206, 6459, 6050, 5090, 6221, 5945, 5357, 6496, 6303, 5536, 5644, 6494, 5421, 5858, 5859, 6119, 4890, 5032, 5188, 6883, 5949, 5940, 6284, 5944, 5554, 5426, 7296, 1G01770, 1G02420, 1G03100, 1G13970, 1G14300, 1G55150, 1G68830, 1G73990, 2G26180, 2G43235, 2G47020, 3G01100, 3G03210, 3G03380, 3G11964, 3G20630, 3G48820, 3G50660, 3G55160, 3G60830, 4G02460, 4G02730, 4G03220, 4G05090, 4G17090, 4G21350, 4G24830, 4G37030, 5G02270, 5G03430, 5G08415, 5G13420, 5G17620, 5G22850, 5G43920, 5G46070, 5G54260, 5G60020, 5G64270
S1251 	0.08263	25	7141, 6498, 6500, 5357, 6825, 5644, 5980, 5430, 6130, 6961, 5843, 1G15980, 1G61850, 1G72500, 1G80460, 3G03710, 3G25430, 3G48425, 4G17090, 4G20060, 4G24190, 4G33760, 5G18580, 5G46220, 5G53580
S1258-2 	0.15087	3	1G67550, 4G09140, 5G23880
